model,perturbation,norm_ratio,abs_ratio,top20_recall,top20_sign,top20_corr
CondAE,MTOR,0.6002097725868225,0.5077207684516907,0.45,1.0,0.8383125282833233
CondAE,MVD,0.6401340365409851,0.501865804195404,0.55,1.0,0.899168619440253
CondAE,MVK,0.38424792885780334,0.30206379294395447,0.2,0.85,0.5075021093987655
CondAE,MYBBP1A,0.8844037055969238,0.8220673203468323,0.85,1.0,0.9721624062881078
CondAE,MYBL2,0.8478406071662903,0.7858102917671204,0.75,1.0,0.9174635372793448
CondAE,MYC,0.7710830569267273,0.7402827739715576,0.55,1.0,0.9485965515063447
CondAE,MYCBP,0.4591868817806244,0.3822241723537445,0.1,1.0,0.7175240312284245
CondAE,MYSM1,0.47070837020874023,0.3805505633354187,0.1,0.95,0.6713035131613463
CondAE,MZT1,0.5280126929283142,0.4163646697998047,0.4,1.0,0.8633967616461644
CondAE,NAA10,0.7797367572784424,0.7134969234466553,0.7,1.0,0.9749988262783613
CondAE,NAA15,0.5586353540420532,0.49448588490486145,0.2,1.0,0.8398404737383058
CondAE,NAA20,0.5126173496246338,0.43596354126930237,0.3,0.8,0.7423508315123524
CondAE,NAA25,0.7321065664291382,0.6053417325019836,0.65,0.95,0.9191573575074006
CondAE,NAA30,0.5606391429901123,0.44978058338165283,0.35,0.95,0.8632449131558119
CondAE,NAA35,0.4893819987773895,0.3966130018234253,0.4,0.95,0.7244097346417884
CondAE,NAA50,0.715082049369812,0.5992109179496765,0.55,1.0,0.9172433853550735
CondAE,NACA,0.8890279531478882,0.8184089064598083,0.9,1.0,0.9785479178478511
CondAE,NAF1,0.756807804107666,0.6309534311294556,0.75,1.0,0.9569012966697019
CondAE,NAGLU,0.3922561705112457,0.31362882256507874,0.05,0.85,0.6951436433639399
CondAE,NAPG,0.5242976546287537,0.4296906888484955,0.45,0.95,0.8192475262888026
CondAE,NARS,0.8616981506347656,0.8232089877128601,0.55,1.0,0.9612609990738328
CondAE,NARS2,0.4438936710357666,0.3583943843841553,0.2,0.9,0.8373222852645527
CondAE,NBAS,0.782488226890564,0.6731261014938354,0.6,1.0,0.917387549141654
CondAE,NCAPD2,0.4535767734050751,0.39167520403862,0.25,0.9,0.7762724443187746
CondAE,NCAPG2,0.7664436101913452,0.6673464179039001,0.6,1.0,0.9682014875453985
CondAE,NCAPH2,0.851452112197876,0.755931556224823,0.8,1.0,0.9757267653711671
CondAE,NCKAP1,0.4809342324733734,0.42440277338027954,0.25,1.0,0.802102176745377
CondAE,NDC1,0.5109637379646301,0.47768259048461914,0.2,0.95,0.7264047905553509
CondAE,NDUFA11,0.6658048033714294,0.5350383520126343,0.65,1.0,0.8324550345850569
CondAE,NDUFA2,0.7739775776863098,0.7391524314880371,0.6,1.0,0.9317774849527408
CondAE,NDUFA3,0.7932921051979065,0.6704619526863098,0.6,0.95,0.8018587134969072
CondAE,NDUFA6,0.7579081058502197,0.6472833156585693,0.65,1.0,0.9564083252842522
CondAE,NDUFAB1,0.8285866975784302,0.7511729001998901,0.6,1.0,0.9676892619611072
CondAE,NDUFAF3,0.5224405527114868,0.4182663857936859,0.4,0.95,0.545354655486959
CondAE,NDUFAF5,0.6075483560562134,0.5083080530166626,0.65,1.0,0.9453743602706921
CondAE,NDUFAF7,0.8176137804985046,0.6802708506584167,0.8,1.0,0.9381266264922516
CondAE,NDUFB3,0.6092766523361206,0.48478928208351135,0.35,0.95,0.868961489933501
CondAE,NDUFB4,0.803507387638092,0.6923083662986755,0.65,1.0,0.9494345315333617
CondAE,NDUFB8,0.7685482501983643,0.6540223956108093,0.6,1.0,0.9534715399756069
CondAE,NDUFS3,0.7163204550743103,0.5695713758468628,0.55,1.0,0.87630959525495
CondAE,NELFA,0.725051999092102,0.7023687958717346,0.55,1.0,0.9036698274162291
CondAE,NELFB,0.6383374929428101,0.5858798623085022,0.35,1.0,0.8593276941643879
CondAE,NELFCD,0.5922807455062866,0.5301891565322876,0.4,1.0,0.8636947435571518
CondAE,NELFE,0.6508969664573669,0.6318438649177551,0.5,1.0,0.9126110843064834
CondAE,NEMF,0.4089626669883728,0.3459312319755554,0.2,0.9,0.7900525265945737
CondAE,NFATC2IP,0.420906126499176,0.35033273696899414,0.15,0.9,0.599241290028577
CondAE,NFKBIE,0.5872031450271606,0.5180695056915283,0.3,0.95,0.7882942253587516
CondAE,NFRKB,0.6867541074752808,0.5792093873023987,0.5,1.0,0.9015149560745581
CondAE,NFS1,0.8094835877418518,0.7261123061180115,0.65,1.0,0.9630829739219159
CondAE,NFYB,0.5143283605575562,0.4356369078159332,0.45,1.0,0.7916360327327909
CondAE,NFYC,0.5760958194732666,0.5854575634002686,0.2,1.0,0.8884721559657276
CondAE,NHLRC2,0.442060649394989,0.37337809801101685,0.3,0.85,0.8290755386272826
CondAE,NHP2,0.794955849647522,0.6548256874084473,0.85,1.0,0.9692358417276788
CondAE,NIFK,0.8732511401176453,0.8432977199554443,0.75,0.95,0.9214122166792724
CondAE,NIP7,0.8118439316749573,0.7013869285583496,0.7,1.0,0.9685164526125078
CondAE,NISCH,0.4945771396160126,0.4003432095050812,0.25,1.0,0.7708319151682185
CondAE,NKAP,0.8687037825584412,0.8572921752929688,0.7,1.0,0.9628107692100757
CondAE,NKAPD1,0.5549089908599854,0.4610423445701599,0.25,0.95,0.7078766074384659
CondAE,NLE1,0.8835881352424622,0.8433989882469177,0.75,1.0,0.9566283257494553
CondAE,NMD3,0.8871026635169983,0.8318859934806824,0.7,1.0,0.9740346840147843
CondAE,NOB1,0.8308095335960388,0.7198603749275208,0.65,1.0,0.951924514662927
CondAE,NOC3L,0.8896317481994629,0.8293203115463257,0.75,1.0,0.9755247422851611
CondAE,NOC4L,0.8733745813369751,0.7988619804382324,0.75,1.0,0.9631163620773581
CondAE,NOL10,0.858572781085968,0.80926114320755,0.8,1.0,0.9643469867335025
CondAE,NOL11,0.8825851082801819,0.8246223330497742,0.7,1.0,0.9639293377928743
CondAE,NOL12,0.867152214050293,0.8036284446716309,0.8,1.0,0.9699088680406999
CondAE,NOL6,0.8996216058731079,0.8396952152252197,0.75,1.0,0.9685013364421862
CondAE,NOL7,0.5450626015663147,0.432407945394516,0.4,0.95,0.845956703282592
CondAE,NOL8,0.8894500136375427,0.8518410921096802,0.8,1.0,0.9746670675785178
CondAE,NOLC1,0.8110829591751099,0.7385669946670532,0.65,1.0,0.9476890018090144
CondAE,NOM1,0.8784462809562683,0.8348517417907715,0.8,1.0,0.9821293536091282
CondAE,NOMO1,0.49941572546958923,0.44583097100257874,0.2,0.85,0.7535617124043451
CondAE,NOP14,0.9035158157348633,0.8749539256095886,0.75,1.0,0.9700477455918702
CondAE,NOP16,0.8691000938415527,0.7826185822486877,0.8,1.0,0.9657910407349972
CondAE,NOP58,0.8853238821029663,0.837973415851593,0.75,1.0,0.9602311125988134
CondAE,NOP9,0.5132632255554199,0.4149983823299408,0.4,0.95,0.784070393402769
CondAE,NOS1AP,0.47712746262550354,0.3906428813934326,0.3,0.95,0.8103127539334345
CondAE,NPLOC4,0.8718862533569336,0.8367182612419128,0.7,1.0,0.9687688205031931
CondAE,NPM1,0.6318425536155701,0.6429912447929382,0.6,1.0,0.47374875515174103
CondAE,NRBP1,0.659134566783905,0.5379540920257568,0.45,0.95,0.7917470624965569
CondAE,NRDE2,0.7196164727210999,0.6591063737869263,0.45,1.0,0.8142359137546846
CondAE,NSA2,0.8761263489723206,0.8121291995048523,0.75,1.0,0.9738478464419523
CondAE,NSMCE2,0.6084128022193909,0.479086697101593,0.5,1.0,0.8054138111598981
CondAE,NSUN4,0.45745888352394104,0.3608671724796295,0.45,0.9,0.8041705238017732
CondAE,NUB1,0.5357078909873962,0.4820519685745239,0.4,1.0,0.7343717884666999
CondAE,NUBP2,0.45326709747314453,0.39526745676994324,0.15,0.9,0.5196091749777737
CondAE,NUDC,0.8057008385658264,0.6847564578056335,0.75,1.0,0.938068949514487
CondAE,NUDCD3,0.7202255129814148,0.6489400863647461,0.7,1.0,0.9118877830660927
CondAE,NUDT15,0.4825378656387329,0.40175968408584595,0.2,1.0,0.734808928938482
CondAE,NUFIP1,0.5582212805747986,0.4345618188381195,0.45,1.0,0.9031651701357053
CondAE,NUP107,0.8576145172119141,0.8348888754844666,0.5,1.0,0.9614734614518544
CondAE,NUP133,0.6977419853210449,0.6195679903030396,0.5,1.0,0.9200624513799531
CondAE,NUP153,0.74295973777771,0.7159417271614075,0.45,1.0,0.9404936510810675
CondAE,NUP160,0.8593763113021851,0.8240393400192261,0.7,1.0,0.9648419045550031
CondAE,NUP214,0.682986319065094,0.6034918427467346,0.45,1.0,0.8344387476303716
CondAE,NUP35,0.44788262248039246,0.36168769001960754,0.1,0.95,0.74376192143408
CondAE,NUP43,0.47767552733421326,0.3845871686935425,0.3,1.0,0.8002539906581888
CondAE,NUP54,0.8269898891448975,0.6947945356369019,0.65,1.0,0.9445169106027151
CondAE,NUP62,0.8131439089775085,0.7433839440345764,0.65,1.0,0.9462462104407849
CondAE,NUP85,0.7089696526527405,0.628822386264801,0.45,1.0,0.8776908291723097
CondAE,NUP88,0.7850472927093506,0.7424337267875671,0.65,1.0,0.7954314354665706
CondAE,NUP98,0.8698024749755859,0.8568515777587891,0.8,1.0,0.9673246260932084
CondAE,NUTF2,0.8168847560882568,0.7851052284240723,0.65,1.0,0.9401891813301
CondAE,NVL,0.8886569142341614,0.8347082138061523,0.8,1.0,0.9761965404415206
CondAE,OGFOD1,0.6264375448226929,0.5561010837554932,0.5,1.0,0.9083854731724298
CondAE,OIP5,0.4169071614742279,0.32567542791366577,0.15,0.95,0.6850732630236483
CondAE,OLFML3,0.45238906145095825,0.4002779722213745,0.2,0.95,0.7289620513673973
CondAE,OPA1,0.7807757258415222,0.6368287801742554,0.65,0.95,0.968165453681323
CondAE,ORC3,0.4755920171737671,0.42394697666168213,0.3,0.85,0.4333234501423078
CondAE,ORC4,0.41763362288475037,0.3640114367008209,0.25,0.9,0.5662535950815896
CondAE,ORC5,0.4927884638309479,0.40165266394615173,0.2,0.95,0.6210859557404382
CondAE,ORC6,0.810421884059906,0.6975081562995911,0.8,1.0,0.9642486196110043
CondAE,OSGEP,0.5400073528289795,0.43210041522979736,0.5,0.95,0.8965491066804984
CondAE,OSTC,0.6476562023162842,0.5222640037536621,0.4,1.0,0.896633473976482
CondAE,PABPC1,0.8628599047660828,0.8943727016448975,0.65,1.0,0.9558058868831186
CondAE,PABPC4,0.568645715713501,0.5286427736282349,0.4,0.9,0.5370191328585924
CondAE,PABPN1,0.6811411380767822,0.6566824316978455,0.3,1.0,0.8030716176768744
CondAE,PAF1,0.8386577367782593,0.7897866368293762,0.6,1.0,0.9560952339775083
CondAE,PALB2,0.5387040376663208,0.44239580631256104,0.3,1.0,0.7172838533048799
CondAE,PAM16,0.8880503177642822,0.8237593770027161,0.5,1.0,0.968126037522613
CondAE,PARN,0.523798406124115,0.4150713086128235,0.5,1.0,0.8063776724072852
CondAE,PAXBP1,0.7145167589187622,0.6620429158210754,0.4,1.0,0.921974248035999
CondAE,PCBP1,0.7964087724685669,0.7519378066062927,0.6,1.0,0.9403517443458397
CondAE,PCID2,0.5494283437728882,0.478676438331604,0.25,0.95,0.7873682577252636
CondAE,PCNA,0.86427903175354,0.8298860192298889,0.8,1.0,0.945961332428426
CondAE,PCNX3,0.49551141262054443,0.41570454835891724,0.35,1.0,0.8529637700145893
CondAE,PDAP1,0.5270763635635376,0.4278031289577484,0.3,0.95,0.8001357776472227
CondAE,PDCD11,0.8936911821365356,0.8761124610900879,0.8,1.0,0.9597286246216562
CondAE,PDCD5,0.6117367744445801,0.49055346846580505,0.4,0.95,0.8505054433339898
CondAE,PDCD6,0.5106584429740906,0.4633769989013672,0.2,0.95,0.8338694256475302
CondAE,PDCD6IP,0.4845914840698242,0.37909722328186035,0.35,0.95,0.5964236376740304
CondAE,PDHA1,0.5438752770423889,0.4774543046951294,0.5,0.95,0.7932817111667869
CondAE,PDRG1,0.78321772813797,0.7286677360534668,0.65,1.0,0.9486607003327435
CondAE,PELP1,0.9006897211074829,0.8446418046951294,0.75,1.0,0.9651014035628382
CondAE,PES1,0.8844042420387268,0.8376578688621521,0.8,1.0,0.974471646142064
CondAE,PET117,0.6159349083900452,0.5258145332336426,0.45,1.0,0.8846808235082162
CondAE,PEX19,0.6233850717544556,0.541474461555481,0.45,1.0,0.7562125786283761
CondAE,PFDN2,0.8049737811088562,0.7648307085037231,0.55,0.95,0.6609340223591726
CondAE,PFDN4,0.4951961040496826,0.41860872507095337,0.2,1.0,0.8736328719856383
CondAE,PFDN6,0.5387651324272156,0.44112786650657654,0.45,1.0,0.8531950502327206
CondAE,PFN1,0.5364369750022888,0.6135436296463013,0.45,1.0,0.43049976035878146
CondAE,PGAM1,0.49497008323669434,0.5183725357055664,0.2,0.9,0.887916808659829
CondAE,PGD,0.5142623782157898,0.41249799728393555,0.35,1.0,0.8484024611656824
CondAE,PGK1,0.4694857895374298,0.4749586284160614,0.3,0.9,0.7662004684034249
CondAE,PGPEP1,0.6848497986793518,0.5802281498908997,0.55,1.0,0.9363972097994882
CondAE,PGS1,0.6244377493858337,0.47423163056373596,0.5,1.0,0.9382923842897993
CondAE,PHB,0.869391143321991,0.8292818069458008,0.65,1.0,0.9721766429919292
CondAE,PHB2,0.8807390332221985,0.83067786693573,0.75,1.0,0.9793286535461482
CondAE,PHF12,0.5454463362693787,0.4527333080768585,0.3,1.0,0.8806560778544431
CondAE,PI4KA,0.6125717759132385,0.5242921710014343,0.35,1.0,0.787067768283164
CondAE,PIAS1,0.5670697093009949,0.5374962091445923,0.3,0.9,0.7633350312560895
CondAE,PIGH,0.5208219289779663,0.40426650643348694,0.55,1.0,0.8935536831531046
CondAE,PITRM1,0.4655337631702423,0.3926648199558258,0.25,1.0,0.6636544439771976
CondAE,PLEKHN1,0.5497847199440002,0.42399540543556213,0.5,0.95,0.652598412421923
CondAE,PLK1,0.6813066005706787,0.6300318837165833,0.65,0.95,0.8005526872099411
CondAE,PLK4,0.8373345732688904,0.7770065069198608,0.6,1.0,0.9705062126563204
CondAE,PMF1,0.8644582033157349,0.795370876789093,0.85,1.0,0.981023424485074
CondAE,PMPCA,0.8201090693473816,0.7093440294265747,0.75,1.0,0.9735292891662259
CondAE,PMPCB,0.9072155952453613,0.877966046333313,0.6,1.0,0.9687356534097873
CondAE,PNKP,0.5863469839096069,0.48336875438690186,0.3,0.95,0.8593116633308102
CondAE,PNN,0.7196833491325378,0.6732836961746216,0.65,0.95,0.874037742452047
CondAE,PNO1,0.8787166476249695,0.8569222688674927,0.75,1.0,0.9617770602278789
CondAE,PNPT1,0.7258681058883667,0.672476053237915,0.45,0.95,0.891491195465155
CondAE,POGLUT3,0.5724949836730957,0.494149386882782,0.3,1.0,0.8805558171898897
CondAE,POGZ,0.5222108960151672,0.42360758781433105,0.45,0.9,0.7497601089415795
CondAE,POLA1,0.8378480672836304,0.7889618873596191,0.65,1.0,0.964777739604609
CondAE,POLD1,0.8404067754745483,0.7817611694335938,0.75,1.0,0.9544034887000249
CondAE,POLD2,0.8376190662384033,0.7671486139297485,0.65,1.0,0.9580636475546338
CondAE,POLE,0.8274348974227905,0.7530714869499207,0.65,1.0,0.9596048237852918
CondAE,POLG2,0.48772895336151123,0.36571669578552246,0.35,0.85,0.7516150547642824
CondAE,POLL,0.7751259803771973,0.721540093421936,0.6,1.0,0.9237046842487558
CondAE,POLR1D,0.8668582439422607,0.8136844635009766,0.8,1.0,0.963864130202276
CondAE,POLR1E,0.8962991833686829,0.8486104011535645,0.75,1.0,0.9706306326224181
CondAE,POLR2B,0.8802937269210815,0.8697848916053772,0.7,1.0,0.8671725878101745
CondAE,POLR2C,0.8660838603973389,0.8491507768630981,0.65,1.0,0.9099933331061518
CondAE,POLR2E,0.8735412955284119,0.8515744805335999,0.7,1.0,0.96256399568466
CondAE,POLR2F,0.843095064163208,0.7883637547492981,0.7,1.0,0.9576560268055664
CondAE,POLR2G,0.8740121126174927,0.8528696894645691,0.75,1.0,0.9504581974665833
CondAE,POLR2H,0.838869571685791,0.7952264547348022,0.7,1.0,0.9437377744987218
CondAE,POLR2I,0.881553590297699,0.8733908534049988,0.7,1.0,0.957722337010542
CondAE,POLR2K,0.8765338659286499,0.8425469398498535,0.75,0.95,0.9163334517160785
CondAE,POLR2M,0.6102985143661499,0.5448160767555237,0.6,1.0,0.7375937249156655
CondAE,POLR3B,0.7804971933364868,0.7006677389144897,0.6,1.0,0.953053874359392
CondAE,POLR3C,0.626932680606842,0.5454078912734985,0.45,1.0,0.8772588783996325
CondAE,POLR3D,0.8404233455657959,0.7870904803276062,0.45,1.0,0.9615513435997659
CondAE,POLR3E,0.5486595034599304,0.44165316224098206,0.55,0.95,0.9081463044647774
CondAE,POLR3F,0.6651495099067688,0.594597578048706,0.35,1.0,0.9117291992478699
CondAE,POLR3K,0.5981699824333191,0.5580494403839111,0.4,0.95,0.9592794838626907
CondAE,POLRMT,0.9620003700256348,0.8071425557136536,0.65,1.0,0.9726890697682428
CondAE,POP1,0.8857245445251465,0.8232643008232117,0.8,1.0,0.9706936800862837
CondAE,POP4,0.8963978290557861,0.8626717329025269,0.75,1.0,0.9656300858589646
CondAE,POP5,0.8485295176506042,0.7396747469902039,0.8,1.0,0.9541278435619158
CondAE,POP7,0.872724711894989,0.8024245500564575,0.75,1.0,0.9593890827913599
CondAE,PPA1,0.5621938109397888,0.4742856025695801,0.5,1.0,0.9289876240308036
CondAE,PPA2,0.5919322371482849,0.4601954221725464,0.45,0.95,0.6589301811692077
CondAE,PPAN,0.8754133582115173,0.8198400735855103,0.8,1.0,0.9636347837583683
CondAE,PPIA,0.5257725715637207,0.5061811208724976,0.3,0.9,0.8234178699164314
CondAE,PPIL2,0.8334033489227295,0.7616877555847168,0.7,1.0,0.9654112064911352
CondAE,PPME1,0.621475100517273,0.4944458603858948,0.55,1.0,0.8889359064393366
CondAE,PPP1R11,0.7677037715911865,0.685580313205719,0.5,1.0,0.9152784208551599
CondAE,PPP1R15B,0.6941409707069397,0.6083675622940063,0.45,1.0,0.9080091991988437
CondAE,PPP1R2,0.6809710264205933,0.6277324557304382,0.45,1.0,0.9189190960069094
CondAE,PPP1R37,0.4641712009906769,0.3882181942462921,0.25,1.0,0.7480159714634625
CondAE,PPP1R8,0.6286919116973877,0.5544683337211609,0.35,1.0,0.8466625207474262
CondAE,PPP2CA,0.5137028694152832,0.4129555821418762,0.55,1.0,0.8664240887695106
CondAE,PPP2R1A,0.6491862535476685,0.5509575605392456,0.55,1.0,0.9084220911581775
CondAE,PPP2R3C,0.6067023873329163,0.5252872705459595,0.65,0.95,0.679862883605916
CondAE,PPP6C,0.7986676692962646,0.7739022374153137,0.45,1.0,0.9296850293533663
CondAE,PPRC1,0.7438060641288757,0.5751841068267822,0.8,1.0,0.7619811572776405
CondAE,PRC1,0.48847660422325134,0.3931765854358673,0.4,0.85,0.5998586633539305
CondAE,PRDM4,0.45815810561180115,0.37119060754776,0.55,0.9,0.846428211026672
CondAE,PRELID1,0.8698822855949402,0.8065744638442993,0.55,1.0,0.9718084694245747
CondAE,PRELID3B,0.9239070415496826,0.8677970170974731,0.6,1.0,0.97318507245332
CondAE,PRIM1,0.8305405974388123,0.7764031887054443,0.75,1.0,0.9717173774850636
CondAE,PRIM2,0.7975510954856873,0.7284701466560364,0.6,1.0,0.9615158316501613
CondAE,PRKCA,0.5023092031478882,0.43267011642456055,0.3,1.0,0.7726649172228932
CondAE,PRORP,0.49966347217559814,0.4032072424888611,0.4,0.95,0.7965512811524296
CondAE,PRPF19,0.8069443106651306,0.7849329113960266,0.5,1.0,0.9072782364042172
CondAE,PRPF3,0.8695164918899536,0.8572172522544861,0.7,1.0,0.9655172098885635
CondAE,PRPF31,0.8730946183204651,0.8522414565086365,0.7,1.0,0.9678955549463137
CondAE,PRPF39,0.6699532866477966,0.5439205765724182,0.4,1.0,0.9304543924620073
CondAE,PRPF4,0.8598670363426208,0.8406487107276917,0.75,1.0,0.9441206916768037
CondAE,PRPF40A,0.7959074974060059,0.7495734691619873,0.6,1.0,0.9485708640464264
CondAE,PRPF4B,0.7062572836875916,0.6059767603874207,0.6,1.0,0.9147096923227374
CondAE,PRPF8,0.8574610948562622,0.8218795657157898,0.75,1.0,0.9461967630788082
CondAE,PRRC2A,0.7944250702857971,0.7300522923469543,0.65,1.0,0.963513347234736
CondAE,PSAT1,0.512011706829071,0.4585830271244049,0.25,0.9,0.7347644609628677
CondAE,PSMA3,0.9289276003837585,0.9114782810211182,0.7,1.0,0.9779502964158241
CondAE,PSMA4,0.9347199201583862,0.9322008490562439,0.55,1.0,0.9619406884337892
CondAE,PSMB1,0.8846181631088257,0.8409042358398438,0.7,1.0,0.9810157490751428
CondAE,PSMB2,0.9302350282669067,0.9245888590812683,0.75,1.0,0.9682680393773418
CondAE,PSMB3,0.9192305207252502,0.9001079797744751,0.65,1.0,0.9761765291667611
CondAE,PSMB5,0.9241465330123901,0.922702431678772,0.65,1.0,0.9642633005531747
CondAE,PSMC1,0.909873366355896,0.8984600901603699,0.6,1.0,0.9640296522798846
CondAE,PSMC4,0.9183897376060486,0.9048070311546326,0.8,1.0,0.9840725986855839
CondAE,PSMC5,0.9238301515579224,0.9266661405563354,0.75,1.0,0.973618766335256
CondAE,PSMD11,0.9202686548233032,0.9027465581893921,0.65,1.0,0.9790722883914976
CondAE,PSMD14,0.9275313019752502,0.908817708492279,0.7,1.0,0.9780046969899774
CondAE,PSMD4,0.8061444759368896,0.7297763228416443,0.65,1.0,0.9698895309024823
CondAE,PSME1,0.4641546308994293,0.38363850116729736,0.25,1.0,0.6948454459150967
CondAE,PSME2,0.4652594029903412,0.4083993434906006,0.35,0.95,0.7778426254142778
CondAE,PSMG1,0.5024551153182983,0.4696829617023468,0.2,0.95,0.4580542395371199
CondAE,PSMG2,0.4519679546356201,0.35755452513694763,0.35,0.8,0.6616520999333527
CondAE,PTCD1,0.6325974464416504,0.5121940970420837,0.45,1.0,0.9333219607657987
CondAE,PTCD3,0.5111631751060486,0.42167532444000244,0.15,1.0,0.7608076994068786
CondAE,PTEN,0.5716665983200073,0.5020650029182434,0.35,1.0,0.8293047449878547
CondAE,PTGR2,0.4813879728317261,0.3901020884513855,0.15,0.95,0.6674440351847775
CondAE,PTMA,0.6890610456466675,0.7266970276832581,0.65,1.0,0.5744585575111598
CondAE,PTPMT1,0.44512179493904114,0.378412127494812,0.2,0.8,0.6021376394942022
CondAE,PTPN1,0.4448566734790802,0.3574081361293793,0.4,0.95,0.802281537709785
CondAE,PTPN11,0.47648024559020996,0.38257402181625366,0.4,1.0,0.7605939881150955
CondAE,PUF60,0.6648455858230591,0.6110096573829651,0.3,0.9,0.7268093835588714
CondAE,PXN,0.7309751510620117,0.6261847615242004,0.65,1.0,0.9804215367028696
CondAE,PYROXD1,0.5930327773094177,0.4623812139034271,0.55,0.95,0.9284370965577807
CondAE,PYURF,0.8143044114112854,0.7042146921157837,0.75,1.0,0.9446108104759746
CondAE,QARS,0.880235493183136,0.8562259674072266,0.6,1.0,0.9753612711566586
CondAE,QRSL1,0.5197226405143738,0.42863065004348755,0.4,1.0,0.87061484557139
CondAE,RAB4A,0.5332489609718323,0.4546979069709778,0.35,1.0,0.7690683531681014
CondAE,RAB4B,0.45505982637405396,0.36027178168296814,0.3,1.0,0.8754735908543066
CondAE,RAB6A,0.6098381876945496,0.5240666270256042,0.5,0.9,0.899601784999953
CondAE,RABGGTA,0.8684492111206055,0.8637443780899048,0.6,1.0,0.9615912741617576
CondAE,RABGGTB,0.8337466716766357,0.7763382792472839,0.8,1.0,0.9585074347018075
CondAE,RAC1,0.48307541012763977,0.4039626121520996,0.25,0.8,0.758113175349983
CondAE,RAC3,0.8026264309883118,0.7484515309333801,0.55,1.0,0.9698368296164283
CondAE,RAD51,0.8213338851928711,0.7221775054931641,0.65,1.0,0.9657170683083011
CondAE,RAD51C,0.5618086457252502,0.46078017354011536,0.3,1.0,0.8635408982477377
CondAE,RAD51D,0.4378424286842346,0.35457032918930054,0.15,0.75,0.6747964776890624
CondAE,RAD9A,0.5711048245429993,0.45886173844337463,0.5,0.9,0.8538339502351029
CondAE,RAE1,0.8237789869308472,0.7403624653816223,0.75,0.95,0.9415412725222412
CondAE,RAMAC,0.6393700242042542,0.4630519449710846,0.55,0.95,0.8913966111694765
CondAE,RAN,0.8255187273025513,0.7691325545310974,0.65,1.0,0.9721890683919363
CondAE,RARS,0.8275461792945862,0.7678913474082947,0.6,1.0,0.960493169579206
CondAE,RARS2,0.7581998109817505,0.6805533170700073,0.65,1.0,0.9607504398803748
CondAE,RBBP4,0.3740289807319641,0.3011268973350525,0.25,0.85,0.5252861749929266
CondAE,RBBP5,0.7360696196556091,0.6455253958702087,0.5,1.0,0.93286338827414
CondAE,RBBP8,0.8372200727462769,0.730935275554657,0.7,1.0,0.9794439294725488
CondAE,RBM10,0.5813002586364746,0.529449462890625,0.3,1.0,0.8289914106118518
CondAE,RBM15,0.5850424766540527,0.51682448387146,0.4,1.0,0.9038594783754609
CondAE,RBM17,0.622366189956665,0.5554256439208984,0.5,0.95,0.867536616813189
CondAE,RBM19,0.8414480686187744,0.7588516473770142,0.7,1.0,0.958798636629506
CondAE,RBM28,0.8750302791595459,0.8228219151496887,0.8,1.0,0.9749098743352375
CondAE,RBM33,0.5554733872413635,0.48077818751335144,0.25,0.85,0.7312603659268642
CondAE,RBM4,0.5268890857696533,0.4342232942581177,0.25,0.9,0.7010419244836971
CondAE,RBM42,0.7959893941879272,0.7017620801925659,0.6,1.0,0.9397959412781951
CondAE,RBM48,0.6164939999580383,0.4873311519622803,0.65,1.0,0.9564194293329674
CondAE,RBMX2,0.7933865785598755,0.805396556854248,0.45,1.0,0.9112439992443118
CondAE,RBMXL1,0.5636897087097168,0.44782790541648865,0.4,0.95,0.795334418876622
CondAE,RBX1,0.731950044631958,0.6353986859321594,0.6,1.0,0.9639776095509129
CondAE,RCC1,0.7163520455360413,0.6191152334213257,0.4,1.0,0.93956368133795
CondAE,RCL1,0.9083999991416931,0.8797289133071899,0.75,1.0,0.9722190155353708
CondAE,RFC2,0.7662261128425598,0.6424673199653625,0.75,1.0,0.9472800723656977
CondAE,RFC3,0.7998783588409424,0.7038249969482422,0.65,1.0,0.9428388910003612
CondAE,RFC4,0.7487591505050659,0.6250548958778381,0.65,1.0,0.9523453662553497
CondAE,RFC5,0.6059612035751343,0.503261923789978,0.3,0.95,0.8327651279641479
CondAE,RHOQ,0.5138437747955322,0.44489407539367676,0.25,1.0,0.6529525495739209
CondAE,RINT1,0.6538400053977966,0.5483556389808655,0.45,1.0,0.9320968303802121
CondAE,RIOK1,0.8735629320144653,0.8339793682098389,0.8,1.0,0.944618226921907
CondAE,RMI1,0.464151531457901,0.3693263828754425,0.25,0.95,0.7178305938692698
CondAE,RNASEH2C,0.6397385001182556,0.66965252161026,0.45,0.95,0.5182052687399834
CondAE,RNF103,0.555969774723053,0.4285324215888977,0.4,0.95,0.6201274245135423
CondAE,RNF113A,0.8439425826072693,0.8401093482971191,0.5,1.0,0.9214313433480873
CondAE,RNF123,0.40972647070884705,0.3378366529941559,0.1,0.85,0.6263484537827413
CondAE,RNF14,0.42927172780036926,0.3351757228374481,0.2,0.95,0.7327258837871562
CondAE,RNF8,0.40786948800086975,0.3389400243759155,0.2,1.0,0.802800314636412
CondAE,RNGTT,0.5973865985870361,0.5050089359283447,0.25,1.0,0.8149782882444283
CondAE,RNPC3,0.656916618347168,0.5781556367874146,0.6,1.0,0.9279395634224005
CondAE,ROMO1,0.6231291890144348,0.4835708439350128,0.45,1.0,0.9173943740208357
CondAE,RPA1,0.844938337802887,0.7868826389312744,0.75,1.0,0.9665313448864566
