model,perturbation,norm_ratio,abs_ratio,top20_recall,top20_sign,top20_corr
TopDelta,RPS13,0.7665166854858398,0.7747713327407837,0.75,1.0,0.9370804828463799
TopDelta,RPS14,0.7270127534866333,0.701991856098175,0.75,1.0,0.8928649043714161
TopDelta,RPS15,0.7361440658569336,0.7363755702972412,0.7,1.0,0.9508918962443808
TopDelta,RPS15A,0.7162341475486755,0.6996646523475647,0.7,1.0,0.9324438527278464
TopDelta,RPS18,0.668664813041687,0.715011477470398,0.75,1.0,0.7714593230603776
TopDelta,RPS19,0.6934360861778259,0.6931700706481934,0.7,1.0,0.9429257995180678
TopDelta,RPS19BP1,0.6748074889183044,0.6195418238639832,0.75,1.0,0.9721883698029323
TopDelta,RPS2,0.7484131455421448,0.7423521280288696,0.7,1.0,0.92968637164327
TopDelta,RPS20,0.7380896806716919,0.7268096804618835,0.6,1.0,0.9626121560581848
TopDelta,RPS21,0.676954984664917,0.6013814806938171,0.8,1.0,0.9583603942396282
TopDelta,RPS24,0.7021121978759766,0.7447696328163147,0.7,1.0,0.6285304009848734
TopDelta,RPS26,0.7470251321792603,0.7512009739875793,0.55,1.0,0.9465352480800285
TopDelta,RPS27,0.3513169586658478,0.4243208169937134,0.2,1.0,0.671100566122515
TopDelta,RPS27A,0.7313622832298279,0.7456129789352417,0.65,1.0,0.9392972812306971
TopDelta,RPS28,0.7188946008682251,0.6800779104232788,0.7,1.0,0.9320564030303914
TopDelta,RPS3,0.7481328248977661,0.7407238483428955,0.8,1.0,0.6809384302832671
TopDelta,RPS3A,0.7171271443367004,0.7145261168479919,0.7,1.0,0.9546543125663581
TopDelta,RPS4X,0.6427770256996155,0.5972371697425842,0.75,1.0,0.9704786511380887
TopDelta,RPS6,0.7073551416397095,0.7435978055000305,0.65,1.0,0.6049498115900918
TopDelta,RPS7,0.7255892157554626,0.7204126119613647,0.7,1.0,0.9544412828453612
TopDelta,RPS8,0.7182660698890686,0.7476975321769714,0.7,1.0,0.647423970536754
TopDelta,RPS9,0.7382434010505676,0.7364400029182434,0.8,1.0,0.9492328391290913
TopDelta,RPSA,0.7339957356452942,0.7254098057746887,0.65,1.0,0.9055998288586022
TopDelta,RPUSD3,0.5570893287658691,0.4784068167209625,0.65,1.0,0.9262185299928116
TopDelta,RPUSD4,0.41608837246894836,0.3260248601436615,0.4,0.95,0.88706919961754
TopDelta,RRN3,0.6400881409645081,0.5900782942771912,0.7,1.0,0.9327070835214839
TopDelta,RRP12,0.691927433013916,0.6513476967811584,0.75,1.0,0.9698858397685219
TopDelta,RRP15,0.4929869472980499,0.4049619734287262,0.5,1.0,0.9244323425053083
TopDelta,RRP7A,0.6821814775466919,0.6521843671798706,0.8,1.0,0.9674872005670958
TopDelta,RRP9,0.626029908657074,0.5254629850387573,0.75,0.95,0.9200278726042521
TopDelta,RRS1,0.6993751525878906,0.6737918853759766,0.75,1.0,0.9618075413227719
TopDelta,RSL24D1,0.6888452768325806,0.6360899209976196,0.8,1.0,0.9775951338876548
TopDelta,RTCB,0.3453744351863861,0.2582811117172241,0.25,0.9,0.8647136271841483
TopDelta,RTEL1,0.3352048695087433,0.27784666419029236,0.2,0.85,0.7136809044133113
TopDelta,RTRAF,0.47905129194259644,0.45823174715042114,0.75,1.0,0.7486766186372302
TopDelta,RTTN,0.3186958134174347,0.26573753356933594,0.15,0.8,0.44509909601901987
TopDelta,RUVBL1,0.644496738910675,0.6291123628616333,0.7,1.0,0.9131878152438259
TopDelta,RUVBL2,0.6409265995025635,0.6166644096374512,0.6,1.0,0.926042179472424
TopDelta,S100A1,0.36183860898017883,0.31644144654273987,0.25,0.95,0.809288938305472
TopDelta,SAE1,0.42711132764816284,0.3903198540210724,0.25,0.75,0.7211116639583821
TopDelta,SAMD4B,0.5075812935829163,0.3871304392814636,0.6,0.9,0.9153171950047346
TopDelta,SAP18,0.34739911556243896,0.2978646159172058,0.2,0.95,0.7205398795156042
TopDelta,SARS2,0.4174056053161621,0.32432645559310913,0.6,1.0,0.8961659043115857
TopDelta,SART1,0.716737687587738,0.7228634357452393,0.6,1.0,0.9562407506008539
TopDelta,SART3,0.6468382477760315,0.6392375230789185,0.5,0.95,0.7538166942502094
TopDelta,SASS6,0.45188573002815247,0.3626987934112549,0.5,1.0,0.8729426354012222
TopDelta,SBNO1,0.4016205072402954,0.3431550860404968,0.25,0.9,0.7237361359065673
TopDelta,SCAF1,0.6407225728034973,0.6221390962600708,0.7,1.0,0.9563143607167366
TopDelta,SCAP,0.5506700277328491,0.4734013080596924,0.65,0.95,0.916437147769396
TopDelta,SCD,0.5721529722213745,0.565442681312561,0.65,0.95,0.6624421242977012
TopDelta,SCFD1,0.6333358883857727,0.595079243183136,0.6,1.0,0.9516172209367718
TopDelta,SDAD1,0.6746821403503418,0.6321974396705627,0.7,1.0,0.963446842637387
TopDelta,SDC1,0.6217648983001709,0.537418782711029,0.75,1.0,0.934743819273002
TopDelta,SDHAF2,0.35466355085372925,0.33062392473220825,0.3,0.85,0.6276678617565804
TopDelta,SDHC,0.3990916311740875,0.3409263789653778,0.45,1.0,0.6618725045130937
TopDelta,SDR39U1,0.5565945506095886,0.4605977237224579,0.7,1.0,0.9677947731826033
TopDelta,SEC61B,0.5691074728965759,0.5068254470825195,0.6,1.0,0.9064417271626581
TopDelta,SEC61G,0.6757916212081909,0.6786725521087646,0.55,1.0,0.935374161882914
TopDelta,SEH1L,0.5331584811210632,0.4689105749130249,0.55,1.0,0.9008861706508214
TopDelta,SEM1,0.5177333354949951,0.4753570556640625,0.45,1.0,0.8773962549069607
TopDelta,SEPHS2,0.2829596698284149,0.24353095889091492,0.25,0.9,0.4593186505622448
TopDelta,SEPSECS,0.33075064420700073,0.27414843440055847,0.25,0.9,0.7385881455406521
TopDelta,SERPINB1,0.4300661087036133,0.3868456482887268,0.35,1.0,0.838108870822826
TopDelta,SETD1A,0.7059409022331238,0.681490421295166,0.55,1.0,0.9763747487762358
TopDelta,SETD5,0.5190520286560059,0.4822958707809448,0.6,1.0,0.8174885784793641
TopDelta,SETDB1,0.3352951109409332,0.27806219458580017,0.35,1.0,0.6393047063605122
TopDelta,SETX,0.41532284021377563,0.3727068305015564,0.15,0.9,0.7700003617180953
TopDelta,SF3B3,0.715842604637146,0.7367613315582275,0.6,1.0,0.9734628842204216
TopDelta,SF3B4,0.6656099557876587,0.6443157196044922,0.8,1.0,0.9810457533407682
TopDelta,SF3B5,0.7081946134567261,0.7206099033355713,0.55,1.0,0.9751151211132427
TopDelta,SHC1,0.27596065402030945,0.23007997870445251,0.15,0.8,0.6792290637115265
TopDelta,SHOC2,0.4830494821071625,0.46051663160324097,0.3,1.0,0.7672859535697907
TopDelta,SHQ1,0.3780474066734314,0.34860819578170776,0.25,0.95,0.6882486018177244
TopDelta,SKA3,0.6084937453269958,0.5474410653114319,0.65,1.0,0.9558213365175027
TopDelta,SKP1,0.5435826778411865,0.5124390125274658,0.65,1.0,0.9553275225089995
TopDelta,SLBP,0.5730096101760864,0.5325338244438171,0.6,1.0,0.9449937999543779
TopDelta,SLC16A5,0.6023610830307007,0.5375849008560181,0.7,1.0,0.9566584129841672
TopDelta,SLC1A5,0.3260062634944916,0.26667118072509766,0.3,0.95,0.8341945593067337
TopDelta,SLC2A8,0.6199904084205627,0.5475816130638123,0.75,1.0,0.966036775694359
TopDelta,SLC39A7,0.6566513776779175,0.5714749693870544,0.7,1.0,0.9567953743577368
TopDelta,SLC39A9,0.3716751039028168,0.31763219833374023,0.1,0.9,0.8070039314796007
TopDelta,SLC7A6OS,0.6710495352745056,0.6231065988540649,0.75,1.0,0.8057154152432059
TopDelta,SLU7,0.7056705355644226,0.7050392031669617,0.6,1.0,0.976721655441784
TopDelta,SMC1A,0.5348532199859619,0.5064968466758728,0.4,0.9,0.7901769402057084
TopDelta,SMC5,0.3187257647514343,0.26245036721229553,0.25,0.9,0.6079565832889617
TopDelta,SMC6,0.4689921736717224,0.3569630980491638,0.65,1.0,0.9033875357637827
TopDelta,SMG5,0.8621565103530884,0.8574521541595459,0.85,1.0,0.9743188467980438
TopDelta,SMG7,0.8320550918579102,0.7278127074241638,0.9,1.0,0.9626951731546035
TopDelta,SMN2,0.7069442868232727,0.7186363935470581,0.6,1.0,0.9642414404068336
TopDelta,SMNDC1,0.5861010551452637,0.5488812327384949,0.4,1.0,0.9404203346548493
TopDelta,SMUG1,0.5257289409637451,0.41572222113609314,0.65,1.0,0.9144667657707566
TopDelta,SNAPC2,0.6075464487075806,0.5934426188468933,0.35,1.0,0.9638658769615163
TopDelta,SNAPC3,0.37399861216545105,0.29545894265174866,0.4,0.9,0.8688817513010177
TopDelta,SNAPC5,0.3450174927711487,0.2784099280834198,0.3,1.0,0.8561179438209324
TopDelta,SNRNP200,0.6739588975906372,0.6782501935958862,0.65,1.0,0.9144521040551764
TopDelta,SNRNP25,0.4662385582923889,0.4090600311756134,0.4,0.9,0.7467295602655151
TopDelta,SNRNP27,0.5558066964149475,0.46607455611228943,0.55,0.95,0.8568280673460512
TopDelta,SNRNP35,0.6003947854042053,0.5286537408828735,0.7,1.0,0.9534585864988693
TopDelta,SNRNP40,0.5071142315864563,0.4539858400821686,0.4,0.95,0.8858247548371827
TopDelta,SNRNP48,0.6316192150115967,0.5529626607894897,0.6,1.0,0.9318290804713937
TopDelta,SNRNP70,0.6132572889328003,0.6075074672698975,0.6,1.0,0.9504853370691051
TopDelta,SNRPA1,0.6838405728340149,0.6680244207382202,0.7,1.0,0.9778676343318482
TopDelta,SNRPB,0.6869762539863586,0.658903956413269,0.7,1.0,0.9778106665882297
TopDelta,SNRPC,0.5997524261474609,0.5769931674003601,0.7,1.0,0.9531089887875743
TopDelta,SNRPD1,0.6987320184707642,0.6773995161056519,0.75,1.0,0.9846446184612263
TopDelta,SNRPD3,0.6961893439292908,0.6728855967521667,0.7,1.0,0.975159274699105
TopDelta,SNRPE,0.6981087327003479,0.6899124383926392,0.75,1.0,0.9704690327597901
TopDelta,SNRPF,0.6897774934768677,0.6711867451667786,0.7,1.0,0.9743591878008822
TopDelta,SNUPN,0.3892192840576172,0.3470311462879181,0.35,1.0,0.6375481107261867
TopDelta,SOD2,0.3382490873336792,0.2719299793243408,0.35,0.9,0.6953042131993029
TopDelta,SP1,0.44471681118011475,0.3772684931755066,0.3,1.0,0.7949368086968174
TopDelta,SPAG7,0.3950229585170746,0.3247283399105072,0.3,1.0,0.765320343302923
TopDelta,SPATA5L1,0.5694447159767151,0.4742289185523987,0.55,1.0,0.9319687166008078
TopDelta,SPC25,0.6930172443389893,0.6509793400764465,0.8,1.0,0.9718158286936969
TopDelta,SPCS3,0.5616126656532288,0.5006241202354431,0.6,1.0,0.9131653690510663
TopDelta,SPG7,0.33287420868873596,0.2667727768421173,0.35,0.85,0.7356730628578991
TopDelta,SPOUT1,0.6523487567901611,0.5913119912147522,0.65,1.0,0.9689960413593155
TopDelta,SPRTN,0.32603222131729126,0.2745991349220276,0.25,0.9,0.8281580929869325
TopDelta,SPTSSA,0.2874187231063843,0.23803870379924774,0.1,0.9,0.6402458332114291
TopDelta,SRA1,0.36662280559539795,0.299919456243515,0.2,0.95,0.7032625876612352
TopDelta,SRBD1,0.5892127752304077,0.5160284638404846,0.75,1.0,0.8553465678860855
TopDelta,SRF,0.3510037958621979,0.2887502610683441,0.4,1.0,0.7975104866563287
TopDelta,SRFBP1,0.6671181321144104,0.6254763603210449,0.7,1.0,0.9587853588963307
TopDelta,SRP14,0.48865896463394165,0.44593560695648193,0.3,1.0,0.7848581336166599
TopDelta,SRP54,0.7092040777206421,0.7273663282394409,0.8,1.0,0.9082624828401454
TopDelta,SRP68,0.6666644811630249,0.6662692427635193,0.55,1.0,0.8140075632828421
TopDelta,SRP72,0.6165702939033508,0.5913076400756836,0.4,1.0,0.7698979541000216
TopDelta,SRP9,0.41306328773498535,0.3578430414199829,0.25,1.0,0.8069503232500114
TopDelta,SRPRB,0.5374717116355896,0.45340409874916077,0.5,1.0,0.9486880613019165
TopDelta,SRRM1,0.4201389253139496,0.347700834274292,0.55,1.0,0.8907710299288578
TopDelta,SRRM2,0.4308188259601593,0.37623918056488037,0.35,1.0,0.9033889093758136
TopDelta,SRSF1,0.5235004425048828,0.4582196772098541,0.65,0.95,0.7979464532145157
TopDelta,SRSF6,0.4179503321647644,0.3336560130119324,0.5,0.85,0.8121297552927056
TopDelta,SRSF7,0.6412330865859985,0.6022947430610657,0.8,1.0,0.9621183711672079
TopDelta,SS18L2,0.4724198281764984,0.39192095398902893,0.6,1.0,0.8789713513876599
TopDelta,SSBP3,0.3440319895744324,0.3100552558898926,0.2,0.9,0.6090443024789961
TopDelta,SSU72,0.5514777898788452,0.528529703617096,0.55,1.0,0.9525350054070797
TopDelta,STAT5B,0.5709776878356934,0.5354763269424438,0.55,1.0,0.8902548152937017
TopDelta,STIL,0.5858319997787476,0.547514021396637,0.6,1.0,0.963561870937347
TopDelta,STRAP,0.537682831287384,0.4690731465816498,0.6,1.0,0.9457750183601629
TopDelta,STRIP1,0.41342785954475403,0.34933578968048096,0.5,0.9,0.858451638974286
TopDelta,STT3B,0.35643208026885986,0.3313453197479248,0.3,0.95,0.7220091569324886
TopDelta,STX5,0.5212869048118591,0.45556575059890747,0.3,1.0,0.9024978167964051
TopDelta,STXBP4,0.4112318456172943,0.37256136536598206,0.25,0.9,0.8852480980785615
TopDelta,SUDS3,0.47250813245773315,0.447430282831192,0.35,0.9,0.7415755594890019
TopDelta,SUGT1,0.4045603573322296,0.37143075466156006,0.45,1.0,0.8350680970589182
TopDelta,SUMO2,0.3544631004333496,0.31817159056663513,0.2,0.95,0.7368360175399542
TopDelta,SUPT16H,0.6379286646842957,0.5653146505355835,0.85,1.0,0.9650791047683164
TopDelta,SUPT20H,0.5142585039138794,0.5062092542648315,0.35,0.9,0.7786530069892583
TopDelta,SURF6,0.6896471381187439,0.6374329328536987,0.75,1.0,0.9754261995099143
TopDelta,SYMPK,0.6727638840675354,0.6567556858062744,0.55,1.0,0.9311627568633296
TopDelta,SYS1,0.5999897718429565,0.5136994123458862,0.7,1.0,0.9651079171458296
TopDelta,TACC3,0.5867239832878113,0.5225325226783752,0.65,1.0,0.9469446861201486
TopDelta,TADA1,0.5115506052970886,0.4836353659629822,0.3,0.95,0.7792544907396246
TopDelta,TADA2B,0.44311726093292236,0.3980259895324707,0.35,0.95,0.7512359860257339
TopDelta,TADA3,0.37455758452415466,0.28470298647880554,0.4,0.9,0.8326702346546233
TopDelta,TAF10,0.7056937217712402,0.6648380756378174,0.6,0.95,0.8959568622699989
TopDelta,TAF11,0.45023858547210693,0.38147109746932983,0.4,0.95,0.7601365352765719
TopDelta,TAF12,0.6854187250137329,0.6438592076301575,0.7,1.0,0.8493860970967341
TopDelta,TAF13,0.5996730327606201,0.5502215623855591,0.55,1.0,0.8756497070856577
TopDelta,TAF1B,0.46804288029670715,0.3768589198589325,0.5,1.0,0.9112557874172277
TopDelta,TAF1C,0.5636301040649414,0.4553776979446411,0.65,1.0,0.945429649321432
TopDelta,TAF1D,0.6133196949958801,0.5412533283233643,0.65,1.0,0.852663621092367
TopDelta,TAF2,0.676262617111206,0.6505505442619324,0.5,0.95,0.9035243917738353
TopDelta,TAF3,0.6021475195884705,0.5365705490112305,0.6,0.95,0.7910904695187677
TopDelta,TAF5,0.7536446452140808,0.7239008545875549,0.55,1.0,0.9398399468931766
TopDelta,TAF6,0.6016815900802612,0.5416380763053894,0.7,0.95,0.9094740661507902
TopDelta,TAF6L,0.44468027353286743,0.39679864048957825,0.3,0.95,0.8547633761451873
TopDelta,TAF7,0.6240431070327759,0.5954251885414124,0.4,0.95,0.8303880681010885
TopDelta,TAF8,0.6829337477684021,0.6753360629081726,0.55,1.0,0.9496359429262045
TopDelta,TAMM41,0.4265364110469818,0.3880711793899536,0.35,1.0,0.8866597794197596
TopDelta,TARS,0.640993595123291,0.5512180924415588,0.75,1.0,0.9587106794088607
TopDelta,TARS2,0.5853047370910645,0.5738766193389893,0.45,0.95,0.9360141548327803
TopDelta,TAZ,0.35922127962112427,0.31522202491760254,0.15,0.85,0.7438603296434794
TopDelta,TBCA,0.32568779587745667,0.24307800829410553,0.35,0.9,0.8605140876367687
TopDelta,TBCB,0.6261101365089417,0.5938941836357117,0.55,1.0,0.27447233693970957
TopDelta,TBCD,0.4457552433013916,0.3683803379535675,0.65,0.95,0.9372315881388557
TopDelta,TBP,0.48271164298057556,0.3866242468357086,0.5,1.0,0.8644060146741506
TopDelta,TBPL1,0.3413589596748352,0.3111792206764221,0.3,0.95,0.5244828949548943
TopDelta,TCERG1,0.44698455929756165,0.3761802613735199,0.35,1.0,0.8087843629523296
TopDelta,TCOF1,0.4743400812149048,0.46288153529167175,0.3,0.95,0.694360170281134
TopDelta,TEAD3,0.38450828194618225,0.2969990372657776,0.45,0.95,0.772422839591794
TopDelta,TEN1,0.40351468324661255,0.3180471658706665,0.55,1.0,0.8176974591540147
TopDelta,TERF2,0.6615769267082214,0.6180793046951294,0.85,1.0,0.938958355724955
TopDelta,TEX10,0.6953393816947937,0.6652970314025879,0.8,1.0,0.9710021513503962
TopDelta,TFAM,0.6836717128753662,0.5903342366218567,0.45,0.95,0.9677769967559608
TopDelta,TFB1M,0.4185011088848114,0.3616684675216675,0.35,0.95,0.7181465844403775
TopDelta,TFDP1,0.48403045535087585,0.4381159245967865,0.5,1.0,0.615796421768795
TopDelta,TFRC,0.5713211894035339,0.4919634461402893,0.85,0.95,0.9049910522635835
TopDelta,TGS1,0.4713035523891449,0.41124090552330017,0.35,0.95,0.7372266143739455
TopDelta,THAP1,0.7142859101295471,0.7094815969467163,0.75,1.0,0.9673285447319241
TopDelta,THAP11,0.3698025941848755,0.32327818870544434,0.35,0.9,0.6527710558225238
TopDelta,THOC1,0.4896889626979828,0.4362068176269531,0.4,1.0,0.8776582402387111
TopDelta,THOC2,0.6406862735748291,0.6359460353851318,0.5,0.95,0.9404530922436772
TopDelta,THOC3,0.4642847776412964,0.3739165663719177,0.4,1.0,0.8453581865774386
TopDelta,THOC5,0.5745913982391357,0.5312121510505676,0.55,0.95,0.9214729441503801
TopDelta,THOC6,0.3963850736618042,0.3214794397354126,0.35,0.95,0.8190470857400581
TopDelta,THOC7,0.467531681060791,0.3990095257759094,0.4,0.95,0.784972974672316
TopDelta,THRAP3,0.3763062655925751,0.3131661117076874,0.2,0.95,0.8638451812028641
TopDelta,TIGD1,0.33123695850372314,0.28529486060142517,0.25,0.9,0.7795739816091947
TopDelta,TIMM10,0.4303357005119324,0.3479408025741577,0.35,0.95,0.8233106258924704
TopDelta,TIMM13,0.6512789726257324,0.5742339491844177,0.65,1.0,0.9616140560945821
TopDelta,TIMM23B,0.7653239369392395,0.7484278082847595,0.6,1.0,0.9579856806706222
TopDelta,TIMM44,0.7326447367668152,0.6919670104980469,0.7,1.0,0.964188980896062
TopDelta,TIMM8A,0.3362921476364136,0.2620064616203308,0.25,0.85,0.5126819866687816
TopDelta,TIMM9,0.4884016215801239,0.41636547446250916,0.5,0.95,0.8998995419238839
TopDelta,TINF2,0.5581215620040894,0.47375422716140747,0.7,1.0,0.8009040269187264
TopDelta,TLCD1,0.4516870975494385,0.355976402759552,0.5,0.95,0.8825490564250444
TopDelta,TM7SF2,0.30674266815185547,0.2648704946041107,0.05,1.0,0.6626600689353621
TopDelta,TMA16,0.6366094946861267,0.5584304332733154,0.75,1.0,0.9614103872262485
TopDelta,TMED10,0.5317087769508362,0.47254112362861633,0.5,1.0,0.8959239854148136
TopDelta,TMEM127,0.32021564245224,0.3059941232204437,0.1,0.9,0.48214858644645253
TopDelta,TMEM199,0.4905349314212799,0.39574486017227173,0.55,1.0,0.9520840573763129
TopDelta,TMEM214,0.5025222897529602,0.42533984780311584,0.45,1.0,0.9364197676950137
TopDelta,TMEM242,0.608437716960907,0.5556058883666992,0.45,1.0,0.9205873571229631
TopDelta,TMSB10,0.48382139205932617,0.5490020513534546,0.25,0.9,0.8448433772062637
TopDelta,TMX2,0.5868629813194275,0.5479052066802979,0.5,0.95,0.9326085583253341
TopDelta,TNPO3,0.5900184512138367,0.5272011160850525,0.7,1.0,0.9255673344503056
TopDelta,TNRC6A,0.40962937474250793,0.3749777674674988,0.25,1.0,0.8286491058283195
TopDelta,TOE1,0.33893734216690063,0.28826603293418884,0.15,0.85,0.6735260187212347
TopDelta,TOMM22,0.67972731590271,0.6078210473060608,0.7,1.0,0.9652064139982215
TopDelta,TOMM40,0.5787035822868347,0.47322747111320496,0.55,1.0,0.9366967200456632
TopDelta,TOP3A,0.3104005455970764,0.2530422508716583,0.25,1.0,0.7429746125203036
TopDelta,TOPBP1,0.5635883212089539,0.48072874546051025,0.8,1.0,0.9685616609832974
TopDelta,TP53I13,0.5162496566772461,0.40907764434814453,0.6,0.9,0.8634627458487683
TopDelta,TP53RK,0.6189155578613281,0.5481807589530945,0.65,1.0,0.9805969679542784
TopDelta,TPR,0.5588496327400208,0.5114272236824036,0.55,1.0,0.8448552276745638
TopDelta,TPRKB,0.6285420656204224,0.5737466216087341,0.7,0.95,0.9380938862375765
TopDelta,TPT1,0.6596126556396484,0.6734933257102966,0.7,1.0,0.9525795247505074
TopDelta,TPX2,0.6796669363975525,0.6625553965568542,0.55,1.0,0.9639389894609962
TopDelta,TRA2B,0.48768144845962524,0.3985705077648163,0.45,1.0,0.8369590335474809
TopDelta,TRAIP,0.41230693459510803,0.3372623324394226,0.35,1.0,0.9456042325196022
TopDelta,TRAPPC1,0.477682501077652,0.39975154399871826,0.45,0.95,0.8542210070519518
TopDelta,TRAPPC11,0.45453906059265137,0.382988840341568,0.45,0.95,0.7475029786330198
TopDelta,TRAPPC3,0.36452117562294006,0.2973739802837372,0.3,0.95,0.8901413299092761
TopDelta,TRAPPC4,0.39530685544013977,0.33874017000198364,0.3,0.95,0.8839194406622652
TopDelta,TRAPPC5,0.6164299249649048,0.5610246062278748,0.55,1.0,0.9501978606135394
TopDelta,TRAPPC8,0.47626033425331116,0.40303948521614075,0.45,1.0,0.9182423285390977
TopDelta,TRIAP1,0.4256303012371063,0.34111446142196655,0.55,1.0,0.8952693062384082
TopDelta,TRMT112,0.6939094662666321,0.6681857705116272,0.7,1.0,0.9472079459475582
TopDelta,TRMT5,0.5468713641166687,0.45531535148620605,0.55,1.0,0.9563544822048511
TopDelta,TRMT6,0.39299753308296204,0.32083767652511597,0.2,1.0,0.7757271191356799
TopDelta,TRNT1,0.6997347474098206,0.6771448850631714,0.6,1.0,0.9641563070290863
TopDelta,TSEN2,0.6005447506904602,0.5382965207099915,0.55,1.0,0.9599984153688902
TopDelta,TSEN54,0.36199304461479187,0.2877032160758972,0.35,0.8,0.5754502959999513
TopDelta,TSFM,0.4051593542098999,0.37078043818473816,0.5,0.95,0.690398210387906
TopDelta,TSR1,0.7277182936668396,0.7037649750709534,0.7,1.0,0.9502334573920377
TopDelta,TSR2,0.7399115562438965,0.7437493801116943,0.75,1.0,0.9239505144078923
TopDelta,TTC1,0.45376744866371155,0.34882569313049316,0.5,0.95,0.8826931688220314
TopDelta,TTC27,0.4838988780975342,0.39697328209877014,0.65,0.95,0.8276273012082934
TopDelta,TTC4,0.5167303681373596,0.3786066770553589,0.8,1.0,0.8984259934223807
TopDelta,TTI1,0.545586109161377,0.4807182252407074,0.6,1.0,0.9300955324877662
TopDelta,TTK,0.6997789144515991,0.6785405278205872,0.8,1.0,0.9502169205299258
TopDelta,TUBA1B,0.467349648475647,0.5155000686645508,0.5,0.9,0.7785879603615183
TopDelta,TUBB,0.4855266809463501,0.5073349475860596,0.4,1.0,0.7493667365959641
TopDelta,TUBB2A,0.5128637552261353,0.4680365025997162,0.5,0.95,0.7752937724381319
TopDelta,TUBD1,0.4368927776813507,0.3871539533138275,0.4,0.95,0.8971637962448861
TopDelta,TUBE1,0.3156517744064331,0.24922828376293182,0.15,0.95,0.7452927120580578
TopDelta,TUBG1,0.4235934913158417,0.3821905553340912,0.5,1.0,0.5423474445112877
TopDelta,TUBGCP2,0.4970285892486572,0.4344625473022461,0.5,1.0,0.9115181861772698
TopDelta,TUBGCP4,0.4457727372646332,0.3875335156917572,0.4,1.0,0.912507462455602
TopDelta,TUBGCP5,0.5678460001945496,0.4985292851924896,0.55,1.0,0.9550900338339601
TopDelta,TUFM,0.3866206705570221,0.3011774718761444,0.35,0.95,0.8227857458625363
TopDelta,TVP23C,0.44689470529556274,0.3498901426792145,0.5,1.0,0.8503476595406085
TopDelta,TXNL4B,0.34220248460769653,0.3191337585449219,0.2,1.0,0.7083320024354764
TopDelta,U2SURP,0.586374044418335,0.5428991317749023,0.55,1.0,0.9427767034110262
TopDelta,UBA2,0.45124632120132446,0.4322795867919922,0.15,0.85,0.6675151875093546
TopDelta,UBAP1,0.6584584712982178,0.6408593058586121,0.6,1.0,0.9587966473117162
TopDelta,UBE2H,0.3359493017196655,0.28424450755119324,0.25,1.0,0.792243862697003
TopDelta,UBE2I,0.482169508934021,0.45770499110221863,0.15,0.85,0.7209115070549311
TopDelta,UBE2L3,0.47045573592185974,0.40962767601013184,0.6,0.95,0.7998333473470689
TopDelta,UBE3C,0.44998985528945923,0.3622744083404541,0.5,1.0,0.8327604794631656
TopDelta,UBE3D,0.38561683893203735,0.3410937488079071,0.25,0.95,0.8277137721608673
TopDelta,UBL5,0.6421003341674805,0.6325951814651489,0.55,1.0,0.9082115871294274
TopDelta,UBQLN4,0.6730291843414307,0.6696954369544983,0.7,0.95,0.8725120904790997
TopDelta,UBR5,0.41207966208457947,0.360416442155838,0.2,1.0,0.8016087968418258
TopDelta,UCHL5,0.4151337146759033,0.3190339505672455,0.5,1.0,0.6756659428029681
TopDelta,UFL1,0.531853199005127,0.4563632905483246,0.55,1.0,0.9441686283580639
TopDelta,UFM1,0.6283969283103943,0.5658197999000549,0.6,1.0,0.9528015184685423
TopDelta,UHRF1,0.4939507842063904,0.47583338618278503,0.2,0.9,0.7222204359025713
TopDelta,UMPS,0.36773449182510376,0.3061225712299347,0.2,0.95,0.7628837029911377
TopDelta,UPF2,0.6222917437553406,0.5106891989707947,0.6,1.0,0.8716454763134117
TopDelta,UQCC2,0.38517332077026367,0.3348678946495056,0.35,1.0,0.8712073207965775
TopDelta,URB1,0.6639567017555237,0.6113344430923462,0.7,0.95,0.9179753404567053
TopDelta,URB2,0.6909636855125427,0.6368586421012878,0.8,1.0,0.9682465898848907
TopDelta,URI1,0.694246232509613,0.6798464059829712,0.5,0.9,0.7931230993319898
TopDelta,URM1,0.44703245162963867,0.3695175051689148,0.4,0.95,0.9447095933885369
TopDelta,UROD,0.31659767031669617,0.2587508261203766,0.2,0.95,0.6531241892736834
TopDelta,USP10,0.4211488366127014,0.4016328752040863,0.25,1.0,0.5694835658141143
TopDelta,USP14,0.37252679467201233,0.3304347097873688,0.25,0.95,0.8997071389182048
TopDelta,USP5,0.5746636390686035,0.5092455148696899,0.7,1.0,0.96893293336124
TopDelta,USP8,0.4430800974369049,0.36547207832336426,0.4,0.95,0.8420570633940431
TopDelta,USP9X,0.34563758969306946,0.2898256182670593,0.2,0.95,0.8000796288848404
TopDelta,UTP11,0.6768231987953186,0.623622477054596,0.8,1.0,0.9658039996104718
TopDelta,UTP15,0.6588992476463318,0.6233400702476501,0.75,1.0,0.9640865809811631
TopDelta,UTP18,0.6928505897521973,0.6651955246925354,0.7,1.0,0.9632157531430542
TopDelta,UTP20,0.6920124292373657,0.6517248153686523,0.75,1.0,0.9746057640455646
TopDelta,UTP23,0.6826987862586975,0.6376532316207886,0.75,1.0,0.9638716931507618
TopDelta,UTP6,0.6645492911338806,0.6011227369308472,0.75,1.0,0.9587615519255669
TopDelta,UXS1,0.36935529112815857,0.3230232298374176,0.25,0.95,0.8820566925908556
