model,perturbation,real_delta_norm,pred_delta_norm,norm_ratio,abs_ratio,top20_sign,top20_recall
CondAE_cell_only,FAM136A,2.375647,2.0147169,0.8480708,0.7889349,1.0,0.65
CondAE_cell_only,FAM207A,2.0909448,1.0637944,0.50876254,0.41999283,0.75,0.4
CondAE_cell_only,FAM32A,5.2166467,4.3219995,0.82850146,0.820002,0.95,0.55
CondAE_cell_only,FARSA,8.538658,7.325624,0.8579362,0.7988128,1.0,0.55
CondAE_cell_only,FASN,3.9478066,2.539461,0.6432587,0.5939313,0.95,0.25
CondAE_cell_only,FASTKD5,3.1744921,1.4300267,0.45047414,0.45348543,0.75,0.4
CondAE_cell_only,FAU,7.7815843,6.932182,0.8908445,0.88346326,1.0,0.85
CondAE_cell_only,FBLIM1,1.9699409,0.8059304,0.40911397,0.33003134,0.95,0.2
CondAE_cell_only,FBXO42,1.1680579,0.5760552,0.4931735,0.4171843,0.95,0.15
CondAE_cell_only,FCF1,4.8941092,4.23498,0.86532193,0.7964028,1.0,0.75
CondAE_cell_only,FDPS,3.7725618,2.276524,0.6034425,0.5112011,1.0,0.25
CondAE_cell_only,FDXR,2.739523,1.170584,0.42729482,0.36487648,0.95,0.15
CondAE_cell_only,FGFR1OP,3.168161,1.6495179,0.5206547,0.42852926,0.9,0.1
CondAE_cell_only,FKBP9,2.7177906,1.834041,0.67482793,0.6086783,1.0,0.65
CondAE_cell_only,FNBP4,2.0572915,1.1399294,0.5540923,0.4846083,0.95,0.5
CondAE_cell_only,FNTA,3.4954355,2.814345,0.8051486,0.75233525,0.9,0.55
CondAE_cell_only,FOXO1,2.6301427,1.1700721,0.4448702,0.4076765,1.0,0.2
CondAE_cell_only,FXN,3.3234987,2.0599475,0.6198129,0.6059062,1.0,0.35
CondAE_cell_only,GABPA,2.6278942,1.4713684,0.559904,0.4596478,1.0,0.7
CondAE_cell_only,GABPB1,5.4189506,4.034549,0.7445259,0.66244996,0.95,0.65
CondAE_cell_only,GAR1,3.8595247,3.0434546,0.7885569,0.67730784,1.0,0.65
CondAE_cell_only,GART,2.53936,1.4573617,0.57390904,0.48203498,0.95,0.25
CondAE_cell_only,GCLC,2.1595564,1.0359641,0.47971153,0.4261782,0.8,0.25
CondAE_cell_only,GEMIN4,3.8883557,2.6265974,0.6755034,0.6137727,1.0,0.3
CondAE_cell_only,GEMIN5,6.0335474,4.9915185,0.8272942,0.81848866,1.0,0.4
CondAE_cell_only,GFER,3.3071334,2.4395893,0.7376749,0.6351162,1.0,0.7
CondAE_cell_only,GFM1,2.5765593,2.2462037,0.8717842,0.81888175,1.0,0.7
CondAE_cell_only,GFOD2,1.7041416,0.9863397,0.5787898,0.47521925,0.95,0.5
CondAE_cell_only,GINS1,4.485465,3.8680842,0.8623597,0.79723436,1.0,0.75
CondAE_cell_only,GINS2,3.319973,2.4115791,0.7263852,0.62233424,1.0,0.7
CondAE_cell_only,GINS4,2.976636,2.3239746,0.7807386,0.71079856,1.0,0.55
CondAE_cell_only,GLB1,5.771977,5.001127,0.86644953,0.8192082,1.0,0.8
CondAE_cell_only,GLE1,4.6694922,3.6690924,0.7857583,0.7404158,1.0,0.5
CondAE_cell_only,GLRX3,2.8716922,1.3675894,0.4762312,0.3858232,1.0,0.4
CondAE_cell_only,GLRX5,1.7330208,0.88209605,0.5089933,0.4057513,0.9,0.45
CondAE_cell_only,GMPPB,3.4703076,2.309144,0.6654004,0.5377152,1.0,0.55
CondAE_cell_only,GNB1L,2.2983449,1.3493996,0.58711797,0.48692238,1.0,0.45
CondAE_cell_only,GNL2,8.749113,7.703352,0.8804723,0.8461998,1.0,0.75
CondAE_cell_only,GNL3,6.8200026,6.0863166,0.8924214,0.84042424,1.0,0.75
CondAE_cell_only,GNL3L,5.388773,4.5963693,0.85295284,0.78420305,1.0,0.75
CondAE_cell_only,GNPAT,4.8720703,3.7856236,0.77700514,0.6614073,1.0,0.85
CondAE_cell_only,GNPNAT1,2.3276885,1.1312705,0.486006,0.5017519,0.95,0.35
CondAE_cell_only,GOLT1B,1.9700527,1.0501643,0.53306407,0.43901065,0.9,0.3
CondAE_cell_only,GPKOW,4.8463516,3.7354727,0.7707804,0.74950075,1.0,0.45
CondAE_cell_only,GPN1,5.456439,4.437257,0.8132148,0.7676086,1.0,0.55
CondAE_cell_only,GPN3,7.7960305,6.84502,0.8780135,0.8522676,0.95,0.75
CondAE_cell_only,GPS1,4.2631063,3.699044,0.86768746,0.8546713,0.95,0.7
CondAE_cell_only,GPS2,2.7780879,1.5878756,0.5715714,0.5057957,1.0,0.4
CondAE_cell_only,GRPEL1,6.1698008,5.519668,0.8946266,0.8340144,1.0,0.7
CondAE_cell_only,GRSF1,2.801788,1.8423493,0.65756196,0.519007,1.0,0.6
CondAE_cell_only,GRWD1,2.1769154,0.9695351,0.44537106,0.3672274,0.9,0.2
CondAE_cell_only,GSK3B,2.537263,1.181739,0.46575347,0.41004986,0.85,0.3
CondAE_cell_only,GSPT1,7.785261,6.9370847,0.89105356,0.8388775,1.0,0.75
CondAE_cell_only,GTF2A1,8.449998,7.0857553,0.83855116,0.8407162,1.0,0.6
CondAE_cell_only,GTF2A2,3.7662973,2.0705302,0.5497522,0.4923189,1.0,0.4
CondAE_cell_only,GTF2E1,2.7771094,1.6146961,0.5814305,0.4899686,0.95,0.4
CondAE_cell_only,GTF2E2,4.063715,3.5088756,0.863465,0.8639427,0.95,0.6
CondAE_cell_only,GTF2F2,4.625296,3.7314515,0.8067487,0.77530843,1.0,0.65
CondAE_cell_only,GTF2H1,5.3733068,4.204773,0.78252983,0.736554,1.0,0.6
CondAE_cell_only,GTF2H3,3.0379379,1.7042999,0.56100553,0.44807017,1.0,0.5
CondAE_cell_only,GTF2H4,2.8616805,1.7054112,0.59594744,0.5030527,0.85,0.2
CondAE_cell_only,GTF3A,3.847787,2.822839,0.73362666,0.6218975,1.0,0.6
CondAE_cell_only,GTF3C1,2.1843448,1.1255562,0.5152832,0.4565317,0.9,0.25
CondAE_cell_only,GTF3C2,2.7012036,1.7012067,0.6297958,0.5750661,1.0,0.4
CondAE_cell_only,GTF3C6,2.353063,1.2215519,0.5191327,0.4173119,1.0,0.3
CondAE_cell_only,GTPBP4,4.3517094,3.7959473,0.8722888,0.7934546,1.0,0.85
CondAE_cell_only,GUK1,2.8037338,1.3510014,0.48185793,0.438994,0.9,0.35
CondAE_cell_only,GYG1,2.5249965,1.5718734,0.622525,0.5333357,1.0,0.35
CondAE_cell_only,H2AFX,2.744729,1.5284966,0.55688435,0.49587902,0.95,0.4
CondAE_cell_only,H2AFZ,3.1320133,1.5342209,0.48985136,0.5259573,0.95,0.3
CondAE_cell_only,H3F3A,3.3310173,1.5191795,0.45607072,0.45251137,0.95,0.3
CondAE_cell_only,HAMP,3.016944,1.620746,0.5372145,0.4478491,0.9,0.35
CondAE_cell_only,HARS,8.712028,7.785029,0.8935955,0.8256067,1.0,0.55
CondAE_cell_only,HAUS8,2.4515877,1.4525045,0.59247506,0.46696576,1.0,0.6
CondAE_cell_only,HDAC3,3.400788,2.0857363,0.6133097,0.5783414,1.0,0.45
CondAE_cell_only,HDAC7,3.981686,2.95727,0.742718,0.68842816,1.0,0.5
CondAE_cell_only,HECTD1,2.7534902,1.3935318,0.50609654,0.42571893,0.95,0.25
CondAE_cell_only,HERC1,1.9103185,1.1511079,0.6025738,0.49396977,1.0,0.55
CondAE_cell_only,HGS,7.2222333,6.5072384,0.90100086,0.8150788,1.0,0.75
CondAE_cell_only,HHEX,2.5375855,1.1733435,0.4623858,0.39325753,0.85,0.05
CondAE_cell_only,HIPK1,3.5062423,2.1361902,0.60925347,0.5910468,1.0,0.35
CondAE_cell_only,HIST1H2BN,3.1941757,1.9172387,0.60022956,0.4427022,0.95,0.6
CondAE_cell_only,HJURP,2.4187164,1.4692854,0.6074649,0.507241,0.95,0.35
CondAE_cell_only,HMBOX1,2.0943854,0.88742214,0.42371482,0.3537631,0.95,0.15
CondAE_cell_only,HMGA1,2.5031722,1.270145,0.50741416,0.43278128,1.0,0.45
CondAE_cell_only,HMGB3,4.2234826,3.172441,0.7511434,0.62699294,1.0,0.8
CondAE_cell_only,HMGCS1,5.6195426,4.5800376,0.81501967,0.7736925,0.95,0.6
CondAE_cell_only,HNRNPA1,2.8290615,1.6222892,0.5734372,0.46791977,1.0,0.35
CondAE_cell_only,HNRNPDL,3.3933465,2.1745355,0.6408233,0.5596058,0.95,0.55
CondAE_cell_only,HNRNPH1,2.9913836,1.4064728,0.47017467,0.41897908,0.85,0.2
CondAE_cell_only,HNRNPK,6.887448,5.736943,0.83295625,0.76202124,1.0,0.65
CondAE_cell_only,HNRNPL,2.912929,2.0628285,0.70816296,0.6026369,1.0,0.65
CondAE_cell_only,HPS5,3.7727199,2.5060687,0.6642605,0.59584725,0.95,0.35
CondAE_cell_only,HS6ST1,2.1231716,0.9586425,0.45151436,0.36733243,1.0,0.2
CondAE_cell_only,HSCB,1.1860508,0.50814515,0.42843458,0.3459229,0.85,0.35
CondAE_cell_only,HSD17B10,2.6664596,2.1115515,0.7918933,0.7222827,0.95,0.7
CondAE_cell_only,HSD17B12,1.48108,0.87034625,0.58764297,0.47533458,1.0,0.5
CondAE_cell_only,HSP90B1,3.4773586,1.8577034,0.5342283,0.5519163,0.8,0.3
CondAE_cell_only,HSPA14,2.6715024,1.5399021,0.57641804,0.46738365,0.95,0.45
CondAE_cell_only,HSPA8,3.6600842,2.5115337,0.6861956,0.6340528,0.9,0.65
CondAE_cell_only,HSPA9,12.051329,10.974168,0.9106189,0.8813947,1.0,0.5
CondAE_cell_only,HSPE1,5.9134407,5.1866097,0.8770883,0.83559173,1.0,0.6
CondAE_cell_only,HUS1,2.0296252,0.898759,0.4428202,0.36001796,0.95,0.4
CondAE_cell_only,HUWE1,3.2699564,2.1618373,0.6611212,0.5587224,0.9,0.35
CondAE_cell_only,IARS,4.9768877,3.9135933,0.7863535,0.69546574,1.0,0.55
CondAE_cell_only,IARS2,6.7172365,5.880678,0.8754609,0.8184169,1.0,0.6
CondAE_cell_only,ICE1,7.245336,6.325519,0.87304705,0.83933216,1.0,0.6
CondAE_cell_only,ILF2,4.209822,3.2614756,0.77473,0.6528716,1.0,0.8
CondAE_cell_only,ILF3,3.632987,2.2266197,0.6128895,0.5225096,0.95,0.4
CondAE_cell_only,IMP4,7.0153227,6.24815,0.89064324,0.8457954,1.0,0.75
CondAE_cell_only,IMPA2,4.16291,3.4471705,0.8280675,0.7333066,1.0,0.7
CondAE_cell_only,IMPDH2,2.6355636,1.8389143,0.69773096,0.6048075,1.0,0.6
CondAE_cell_only,INF2,2.5986054,1.2701632,0.4887865,0.37987772,1.0,0.5
CondAE_cell_only,INO80,3.6904202,2.0878828,0.56575745,0.49340612,1.0,0.3
CondAE_cell_only,INO80B,2.8891265,1.6628711,0.5755619,0.4890828,1.0,0.4
CondAE_cell_only,INPPL1,3.5098233,2.374915,0.67664796,0.55755484,0.95,0.6
CondAE_cell_only,INTS1,2.316389,1.2682868,0.54752755,0.49007374,0.95,0.2
CondAE_cell_only,INTS10,3.46178,1.914013,0.5528985,0.47414163,0.95,0.3
CondAE_cell_only,INTS11,4.3768563,3.7387793,0.8542157,0.7659504,1.0,0.85
CondAE_cell_only,INTS12,2.0722597,1.0741941,0.5183685,0.447503,1.0,0.4
CondAE_cell_only,INTS13,2.1413453,1.2633076,0.5899598,0.51497424,1.0,0.45
CondAE_cell_only,INTS14,3.1023693,2.3545027,0.75893694,0.72867143,1.0,0.6
CondAE_cell_only,INTS2,7.388457,6.3858495,0.86430085,0.84715784,1.0,0.55
CondAE_cell_only,INTS3,4.322625,3.4310002,0.7937307,0.753729,1.0,0.75
CondAE_cell_only,INTS4,4.844315,4.0287704,0.8316491,0.765942,1.0,0.6
CondAE_cell_only,INTS5,7.5061703,6.366894,0.84822136,0.8219672,1.0,0.55
CondAE_cell_only,INTS6,5.516949,4.0380745,0.7319398,0.63830996,1.0,0.5
CondAE_cell_only,INTS7,5.61957,4.428588,0.7880653,0.7167689,1.0,0.6
CondAE_cell_only,INTS8,7.821669,6.8030353,0.8697677,0.8487745,1.0,0.7
CondAE_cell_only,INTS9,4.017051,3.339425,0.83131254,0.79096675,0.95,0.6
CondAE_cell_only,IPO11,2.905123,1.8047651,0.6212354,0.53852844,0.95,0.5
CondAE_cell_only,IPO7,3.4282675,2.8399992,0.8284065,0.6951022,1.0,0.8
CondAE_cell_only,IPO9,3.7055395,2.4023776,0.6483206,0.5649558,1.0,0.4
CondAE_cell_only,ISCA2,2.8335793,1.874481,0.6615241,0.57708335,1.0,0.55
CondAE_cell_only,ISCU,1.9659,1.1201816,0.569806,0.4904482,0.95,0.35
CondAE_cell_only,ISG20L2,7.495657,6.662461,0.8888428,0.83551294,1.0,0.8
CondAE_cell_only,IST1,2.778879,1.6043627,0.57734174,0.46406564,0.95,0.35
CondAE_cell_only,ITGB1BP1,3.187123,1.6552583,0.51935816,0.43173698,0.95,0.25
CondAE_cell_only,IWS1,3.2234616,1.9137679,0.59369963,0.547879,0.9,0.4
CondAE_cell_only,JMJD6,2.1859052,0.88874716,0.40658084,0.3297646,0.95,0.25
CondAE_cell_only,KAT7,3.1229134,1.7933546,0.57425696,0.48514584,1.0,0.35
CondAE_cell_only,KCMF1,2.847496,1.5588619,0.54745007,0.45740852,0.9,0.4
CondAE_cell_only,KDM1A,3.4349482,2.1516497,0.62639946,0.5598197,1.0,0.3
CondAE_cell_only,KDM6A,2.3354812,1.3210207,0.5656311,0.51898366,1.0,0.15
CondAE_cell_only,KEAP1,4.264454,3.165635,0.74233073,0.70434004,1.0,0.6
CondAE_cell_only,KIAA0586,4.037351,3.1578674,0.7821632,0.6888813,1.0,0.6
CondAE_cell_only,KIAA1143,2.252248,0.9523017,0.42282274,0.34358504,0.95,0.1
CondAE_cell_only,KIF11,2.1134508,1.2717873,0.60175866,0.4988145,1.0,0.6
CondAE_cell_only,KIF18B,4.0873756,3.4909866,0.85409,0.76484,1.0,0.75
CondAE_cell_only,KIN,6.620284,5.789423,0.87449765,0.8309148,1.0,0.8
CondAE_cell_only,KRI1,6.525739,5.8256416,0.8927175,0.8495904,1.0,0.85
CondAE_cell_only,KRR1,5.8679576,4.8578854,0.8278665,0.71937734,1.0,0.75
CondAE_cell_only,KTI12,2.1902657,1.3537364,0.6180695,0.4759785,1.0,0.75
CondAE_cell_only,LAMB1,4.2201705,3.13608,0.7431169,0.66923654,1.0,0.65
CondAE_cell_only,LAMTOR1,2.0237596,1.088571,0.5378954,0.45498866,1.0,0.25
CondAE_cell_only,LAMTOR4,3.1992168,1.8304648,0.5721603,0.45487198,0.95,0.65
CondAE_cell_only,LARS,9.263174,8.198287,0.8850408,0.85027206,1.0,0.7
CondAE_cell_only,LARS2,3.3086765,2.3573833,0.71248525,0.5854775,1.0,0.6
CondAE_cell_only,LAS1L,5.111237,4.505812,0.88155025,0.8118807,1.0,0.85
CondAE_cell_only,LDB1,2.530503,1.2167658,0.4808395,0.39772135,1.0,0.25
CondAE_cell_only,LETM1,2.8998585,2.2316673,0.769578,0.6424863,1.0,0.6
CondAE_cell_only,LIMS1,2.535514,1.159411,0.4572686,0.38107726,0.95,0.25
CondAE_cell_only,LIN52,3.025075,1.6935167,0.5598264,0.5391541,1.0,0.35
CondAE_cell_only,LONP1,4.062392,3.16714,0.7796244,0.6827946,0.95,0.6
CondAE_cell_only,LPIN1,1.7404985,0.7556865,0.4341782,0.3589296,0.85,0.2
CondAE_cell_only,LRP5,2.963779,1.114406,0.37600848,0.37129217,0.8,0.3
CondAE_cell_only,LRR1,3.0338945,2.4691932,0.8138692,0.69700104,1.0,0.65
CondAE_cell_only,LSG1,7.408053,6.6759715,0.90117764,0.85322344,1.0,0.9
CondAE_cell_only,LSM10,3.1992652,2.1424377,0.6696655,0.5171477,0.95,0.4
CondAE_cell_only,LSM12,2.945759,1.9867227,0.6744349,0.6750421,1.0,0.4
CondAE_cell_only,LSM2,7.410954,6.154065,0.8304012,0.7916904,1.0,0.6
CondAE_cell_only,LSM3,5.520939,4.219066,0.7641936,0.70512,1.0,0.45
CondAE_cell_only,LSM4,7.879846,6.793229,0.86210173,0.8138016,1.0,0.8
CondAE_cell_only,LSM5,5.3877397,4.545785,0.84372765,0.81724477,1.0,0.7
CondAE_cell_only,LSM6,8.023715,6.8893523,0.85862374,0.8295958,1.0,0.65
CondAE_cell_only,LSM7,5.377205,4.477053,0.83259857,0.8003386,1.0,0.65
CondAE_cell_only,LTBP3,1.9939762,1.0197915,0.5114361,0.44347045,0.95,0.25
CondAE_cell_only,LTV1,8.420017,7.355006,0.8735144,0.844897,1.0,0.7
CondAE_cell_only,LYRM4,2.9618468,1.7796676,0.6008642,0.45828238,1.0,0.55
CondAE_cell_only,MAD2L1,2.6148434,1.8673733,0.71414346,0.5982083,1.0,0.65
CondAE_cell_only,MAD2L2,2.0505426,1.2501861,0.6096855,0.55563104,1.0,0.5
CondAE_cell_only,MAK16,8.642721,7.5196266,0.8700531,0.8018332,1.0,0.8
CondAE_cell_only,MALSU1,2.948768,1.9989476,0.6778925,0.5588654,1.0,0.55
CondAE_cell_only,MANF,1.9949783,0.85056746,0.42635423,0.33322737,0.85,0.4
CondAE_cell_only,MAP2K7,4.1087403,3.1088994,0.7566551,0.6726108,1.0,0.65
CondAE_cell_only,MARS,6.442479,5.5902944,0.8677241,0.80059016,1.0,0.65
CondAE_cell_only,MASTL,2.1750283,0.963472,0.44296986,0.37377977,0.95,0.45
CondAE_cell_only,MAT2A,1.8053442,0.83351815,0.46169487,0.38756174,0.9,0.3
CondAE_cell_only,MAX,3.9113514,2.6916912,0.6881742,0.58621156,1.0,0.3
CondAE_cell_only,MBD3,3.7491572,2.0722644,0.55272806,0.4721787,1.0,0.3
CondAE_cell_only,MBIP,2.9165587,1.4659563,0.5026322,0.42419496,0.95,0.25
CondAE_cell_only,MBNL1,3.4669125,2.6620507,0.7678448,0.69413203,1.0,0.55
CondAE_cell_only,MBTPS1,3.0585241,2.2703516,0.742303,0.650564,1.0,0.7
CondAE_cell_only,MBTPS2,2.8758636,2.0663276,0.7185068,0.60261637,1.0,0.75
CondAE_cell_only,MCL1,2.1409853,1.1708027,0.5468523,0.46024162,0.95,0.35
CondAE_cell_only,MCM2,5.3536215,4.614097,0.8618646,0.7622299,1.0,0.8
CondAE_cell_only,MCM3,3.4456925,2.960177,0.8590949,0.79498285,1.0,0.7
CondAE_cell_only,MCM3AP,2.8702023,1.6402757,0.5714843,0.46259162,1.0,0.5
CondAE_cell_only,MCM5,3.4988186,2.453402,0.7012087,0.6104557,1.0,0.5
CondAE_cell_only,MCM6,5.3751173,4.872247,0.9064448,0.8787875,1.0,0.8
CondAE_cell_only,MCM7,2.595793,1.5891563,0.61220455,0.4926083,1.0,0.4
CondAE_cell_only,MCMBP,3.4135768,2.6054122,0.76324993,0.7065034,1.0,0.6
CondAE_cell_only,MDN1,7.535544,6.6995454,0.8890593,0.83790946,1.0,0.75
CondAE_cell_only,MED11,4.8092294,4.1919055,0.8716377,0.8308151,1.0,0.8
CondAE_cell_only,MED14,3.5237565,3.0505404,0.8657069,0.84015155,1.0,0.65
CondAE_cell_only,MED16,2.5599403,1.2859325,0.5023291,0.42311272,1.0,0.35
CondAE_cell_only,MED17,7.3975577,6.18242,0.83573794,0.77797014,1.0,0.75
CondAE_cell_only,MED19,4.42775,3.7480433,0.84648937,0.8073434,1.0,0.65
CondAE_cell_only,MED20,4.384005,3.654782,0.8336628,0.7912628,1.0,0.6
CondAE_cell_only,MED21,5.57819,4.8523645,0.8698816,0.8208712,1.0,0.7
CondAE_cell_only,MED26,4.279607,3.030796,0.708195,0.6305241,0.95,0.45
CondAE_cell_only,MED29,6.0433197,5.033336,0.832876,0.76900065,1.0,0.7
CondAE_cell_only,MED30,9.014765,7.8634214,0.8722825,0.84198934,1.0,0.75
CondAE_cell_only,MED4,8.257049,7.4912663,0.90725714,0.8881449,1.0,0.75
CondAE_cell_only,MED6,5.6372056,4.5436635,0.80601346,0.74295497,1.0,0.7
CondAE_cell_only,MED7,7.7300544,6.7986817,0.8795128,0.8549063,1.0,0.8
CondAE_cell_only,MED8,5.232717,4.4789014,0.85594183,0.81987906,1.0,0.7
CondAE_cell_only,MED9,9.540071,8.234182,0.86311543,0.8309676,1.0,0.9
CondAE_cell_only,MEN1,2.3912964,1.3485891,0.5639573,0.45938653,0.95,0.25
CondAE_cell_only,METAP1,3.3737445,2.0872993,0.61868924,0.5134672,1.0,0.45
CondAE_cell_only,METAP2,3.2931585,1.8430134,0.55964917,0.48617136,1.0,0.15
CondAE_cell_only,METTL1,2.8614938,1.4241908,0.49770883,0.42482865,1.0,0.2
CondAE_cell_only,METTL14,3.349722,1.9794312,0.590924,0.4978317,0.95,0.45
CondAE_cell_only,METTL17,3.2699554,1.8897096,0.5779007,0.49254757,1.0,0.25
CondAE_cell_only,METTL3,2.787392,1.8220379,0.65367126,0.564679,0.95,0.55
CondAE_cell_only,MEX3A,5.3476415,4.1877837,0.78310853,0.6990497,1.0,0.75
CondAE_cell_only,MICOS10,2.6269922,1.6814201,0.64005524,0.5482522,1.0,0.55
CondAE_cell_only,MIOS,2.38968,1.3300879,0.5565967,0.45790347,0.95,0.35
CondAE_cell_only,MIPEP,2.684386,1.4027632,0.52256393,0.44530293,1.0,0.3
CondAE_cell_only,MIS18BP1,3.180644,2.6573389,0.8354719,0.69555193,1.0,0.85
CondAE_cell_only,MLLT6,2.8518307,2.1889257,0.76755106,0.70705,0.9,0.45
CondAE_cell_only,MMS19,2.7236493,1.7560781,0.6447519,0.5536792,1.0,0.55
CondAE_cell_only,MMS22L,3.6229277,2.6672957,0.7362266,0.62508464,1.0,0.65
CondAE_cell_only,MNAT1,2.8067875,1.8809087,0.67012864,0.6021187,0.95,0.4
CondAE_cell_only,MOB4,2.616026,1.9048946,0.7281635,0.61039495,1.0,0.7
CondAE_cell_only,MON1A,2.158599,1.4295014,0.6622358,0.5353297,1.0,0.6
CondAE_cell_only,MPG,3.6129968,2.222308,0.61508715,0.50238395,0.95,0.4
CondAE_cell_only,MPHOSPH10,6.449708,5.7410197,0.89012086,0.85084856,1.0,0.7
CondAE_cell_only,MPHOSPH6,3.3717346,2.683921,0.796006,0.6688147,1.0,0.75
CondAE_cell_only,MRGBP,4.1260953,3.0097911,0.72945267,0.7261862,0.95,0.5
CondAE_cell_only,MRM1,4.801457,3.8739235,0.80682254,0.7623998,1.0,0.7
CondAE_cell_only,MRPL1,3.0807881,1.8071944,0.5866013,0.46701676,1.0,0.45
CondAE_cell_only,MRPL10,4.4791646,3.6404135,0.81274384,0.70320535,1.0,0.55
CondAE_cell_only,MRPL14,2.5003812,1.3774587,0.55089945,0.42508852,0.95,0.5
CondAE_cell_only,MRPL16,3.6261024,2.8673458,0.79075146,0.7208734,1.0,0.6
CondAE_cell_only,MRPL18,4.4774394,3.4794517,0.7771075,0.67319345,1.0,0.65
CondAE_cell_only,MRPL20,3.4733713,2.2011886,0.6337326,0.51383793,1.0,0.5
CondAE_cell_only,MRPL24,3.9838293,3.3258653,0.8348413,0.72408205,1.0,0.6
CondAE_cell_only,MRPL27,4.2479496,3.5356853,0.8323275,0.7448241,1.0,0.65
CondAE_cell_only,MRPL3,3.055053,2.2785897,0.74584293,0.5952102,1.0,0.65
CondAE_cell_only,MRPL32,3.6355383,2.6561887,0.7306177,0.62732565,1.0,0.45
CondAE_cell_only,MRPL34,3.8393013,3.5271325,0.9186912,0.8532933,1.0,0.7
CondAE_cell_only,MRPL35,3.9905636,3.48045,0.87217003,0.8336359,1.0,0.7
CondAE_cell_only,MRPL36,3.2954135,2.836709,0.8608052,0.8165887,1.0,0.65
CondAE_cell_only,MRPL37,3.678442,2.5466452,0.69231623,0.5466666,1.0,0.55
CondAE_cell_only,MRPL38,3.1979856,2.2284079,0.6968161,0.56887794,1.0,0.65
CondAE_cell_only,MRPL39,3.4568944,2.505191,0.72469413,0.64245933,1.0,0.5
CondAE_cell_only,MRPL4,4.1048737,2.9698093,0.72348374,0.6015238,1.0,0.5
CondAE_cell_only,MRPL41,4.536883,3.7703946,0.831054,0.7300102,1.0,0.65
CondAE_cell_only,MRPL49,5.0192676,4.224309,0.8416186,0.7628935,1.0,0.6
CondAE_cell_only,MRPL50,3.3395379,2.0208654,0.60513324,0.5090005,1.0,0.4
CondAE_cell_only,MRPL51,4.081273,3.1338952,0.767872,0.67809564,1.0,0.65
CondAE_cell_only,MRPL54,3.737419,2.9220905,0.78184724,0.6972646,1.0,0.6
CondAE_cell_only,MRPL9,3.4909706,2.4289756,0.695788,0.56946075,1.0,0.4
CondAE_cell_only,MRPS10,4.138545,3.1309645,0.7565375,0.6330055,1.0,0.55
CondAE_cell_only,MRPS16,2.7248337,1.5777714,0.57903403,0.4694707,1.0,0.45
CondAE_cell_only,MRPS17,3.1859775,2.1690307,0.6808054,0.58464307,1.0,0.2
CondAE_cell_only,MRPS21,3.3194733,2.409408,0.7258405,0.6377064,1.0,0.5
CondAE_cell_only,MRPS23,3.8450332,2.8394823,0.73848057,0.63022673,1.0,0.7
CondAE_cell_only,MRPS25,3.8212245,2.6613412,0.6964629,0.60774976,1.0,0.6
CondAE_cell_only,MRPS26,4.3428087,3.3463292,0.77054495,0.66412544,1.0,0.65
CondAE_cell_only,MRPS30,4.875607,3.8811972,0.7960439,0.6785394,1.0,0.7
CondAE_cell_only,MRPS33,3.5075333,2.2845516,0.65132713,0.52466697,1.0,0.6
CondAE_cell_only,MRPS34,3.7880774,2.8351612,0.7484433,0.65118766,1.0,0.45
CondAE_cell_only,MRPS35,4.95656,3.9556,0.79805344,0.66925687,1.0,0.75
CondAE_cell_only,MRPS5,4.3981676,3.5751731,0.8128779,0.6946417,1.0,0.7
CondAE_cell_only,MRPS6,2.6310282,1.577291,0.59949607,0.5330002,1.0,0.35
CondAE_cell_only,MRPS7,2.6049404,1.2391863,0.4757062,0.36628062,0.95,0.3
CondAE_cell_only,MRPS9,3.850311,2.5990217,0.67501605,0.5452634,1.0,0.5
CondAE_cell_only,MSL1,3.1754525,1.725619,0.5434246,0.5331336,0.9,0.2
CondAE_cell_only,MSRB1,2.692217,1.2669502,0.47059736,0.4275383,0.95,0.35
CondAE_cell_only,MST1,2.6930208,1.0931053,0.40590304,0.3251351,0.95,0.3
CondAE_cell_only,MTG2,1.918477,1.0420141,0.5431465,0.43409833,0.95,0.35
CondAE_cell_only,MTHFD1,3.0641184,1.6347837,0.533525,0.45496428,1.0,0.25
CondAE_cell_only,MTOR,2.4238892,1.454842,0.6002098,0.50772077,1.0,0.45
CondAE_cell_only,MVD,2.8171098,1.8033282,0.64013416,0.5018658,1.0,0.55
CondAE_cell_only,MVK,1.4152048,0.5437894,0.38424784,0.3020638,0.85,0.2
CondAE_cell_only,MYBBP1A,6.0792375,5.3765006,0.88440377,0.8220673,1.0,0.85
CondAE_cell_only,MYBL2,3.26748,2.770302,0.8478406,0.7858103,1.0,0.75
CondAE_cell_only,MYC,5.52264,4.2584143,0.77108306,0.7402828,1.0,0.55
CondAE_cell_only,MYCBP,2.2617216,1.0385528,0.45918682,0.38222417,1.0,0.1
CondAE_cell_only,MYSM1,2.6892278,1.2658421,0.47070837,0.38055056,0.95,0.1
CondAE_cell_only,MZT1,2.9699922,1.5681937,0.52801275,0.41636467,1.0,0.4
CondAE_cell_only,NAA10,4.9418464,3.8533397,0.7797368,0.7134969,1.0,0.7
CondAE_cell_only,NAA15,3.618459,2.0213988,0.55863523,0.49448588,1.0,0.2
CondAE_cell_only,NAA20,2.7310417,1.3999794,0.51261735,0.43596354,0.8,0.3
CondAE_cell_only,NAA25,2.9870884,2.186867,0.73210657,0.60534173,0.95,0.65
