model,perturbation,real_delta_norm,pred_delta_norm,norm_ratio,abs_ratio,top20_sign,top20_recall
VAE_no_norm,EIF2B4,8.467552,7.5245357,0.88863176,0.8459746,1.0,0.65
VAE_no_norm,EIF2B5,8.884261,7.9653187,0.89656514,0.87359244,1.0,0.65
VAE_no_norm,EIF2S1,12.378584,11.123507,0.898609,0.8730625,1.0,0.55
VAE_no_norm,EIF2S2,6.6984277,5.947006,0.8878212,0.84257376,1.0,0.65
VAE_no_norm,EIF2S3,11.641071,10.578861,0.9087532,0.87910575,1.0,0.6
VAE_no_norm,EIF3A,8.275316,7.373565,0.8910312,0.8537971,1.0,0.7
VAE_no_norm,EIF3B,9.4233885,8.293988,0.88014925,0.8731503,1.0,0.7
VAE_no_norm,EIF3I,10.052192,8.731465,0.86861306,0.8617133,1.0,0.5
VAE_no_norm,EIF3J,4.4979653,3.4425635,0.7653602,0.64790887,1.0,0.6
VAE_no_norm,EIF3L,3.5939815,2.564029,0.71342295,0.6356065,1.0,0.75
VAE_no_norm,EIF4A1,5.2771745,4.0878916,0.77463645,0.67561924,1.0,0.55
VAE_no_norm,EIF4A3,6.512128,5.5434656,0.85125256,0.8108468,1.0,0.65
VAE_no_norm,EIF4B,2.4003375,1.1832023,0.49293163,0.5500804,0.8,0.2
VAE_no_norm,EIF4E,6.390708,5.455346,0.8536372,0.7735232,1.0,0.8
VAE_no_norm,EIF4G1,4.593125,3.3669236,0.7330355,0.65669256,1.0,0.55
VAE_no_norm,EIF4G2,3.375603,2.042024,0.60493606,0.5270068,0.9,0.4
VAE_no_norm,EIF4H,2.4194953,1.2073833,0.49902278,0.39542097,0.95,0.35
VAE_no_norm,EIF5A,5.919408,4.7021666,0.79436433,0.795289,1.0,0.55
VAE_no_norm,EIF6,4.9383116,4.1694007,0.8442968,0.8290065,1.0,0.8
VAE_no_norm,ELAC2,2.7348154,1.5125046,0.55305547,0.5235849,0.95,0.4
VAE_no_norm,ELL,2.2000709,1.7183081,0.781024,0.6863617,1.0,0.65
VAE_no_norm,ELOB,4.377112,3.0778592,0.70317125,0.62142915,1.0,0.7
VAE_no_norm,ELOF1,4.1423845,2.9099813,0.70248944,0.6645991,1.0,0.55
VAE_no_norm,ELOVL1,2.2223108,1.1083096,0.49871945,0.44215688,0.95,0.35
VAE_no_norm,ELP3,3.378304,2.6767414,0.7923329,0.70061094,1.0,0.5
VAE_no_norm,ELP5,4.6455517,3.6025581,0.7754855,0.6856338,1.0,0.55
VAE_no_norm,ELP6,4.0123744,2.8467267,0.7094868,0.5890482,1.0,0.55
VAE_no_norm,EMC1,2.4193075,1.3623345,0.5631093,0.5140069,0.9,0.15
VAE_no_norm,EMC4,2.437789,1.2467638,0.51143223,0.46797657,1.0,0.4
VAE_no_norm,EMC7,1.8855808,1.0059425,0.5334921,0.44664362,1.0,0.45
VAE_no_norm,ENO1,3.7539685,1.101398,0.29339564,0.35176134,0.8,0.15
VAE_no_norm,ENY2,3.7661629,2.66527,0.7076885,0.6372325,1.0,0.6
VAE_no_norm,EPRS,8.020528,6.62407,0.8258895,0.79565203,1.0,0.5
VAE_no_norm,ERAL1,2.6776297,1.3409046,0.50078046,0.39018288,1.0,0.3
VAE_no_norm,ERCC2,3.1335201,2.0280428,0.6472091,0.5582073,1.0,0.4
VAE_no_norm,ERCC3,2.6223364,1.1057489,0.42166555,0.34106618,0.9,0.25
VAE_no_norm,ESF1,2.0494776,1.6037091,0.7824965,0.65523744,1.0,0.8
VAE_no_norm,ETF1,7.3671837,6.511754,0.88388646,0.83790046,1.0,0.7
VAE_no_norm,EXOC1,3.1260848,1.8820255,0.60203916,0.48714966,1.0,0.55
VAE_no_norm,EXOC2,2.657122,1.3762885,0.51796216,0.43577418,1.0,0.45
VAE_no_norm,EXOC3,2.4618266,1.0432204,0.4237587,0.32798615,1.0,0.2
VAE_no_norm,EXOC4,2.7608297,1.6070833,0.5821016,0.50572103,0.9,0.35
VAE_no_norm,EXOC5,2.3660939,1.2001911,0.5072458,0.4007601,0.9,0.4
VAE_no_norm,EXOC7,4.175134,3.3988369,0.81406647,0.73128444,1.0,0.65
VAE_no_norm,EXOSC1,3.0946605,1.8093891,0.584681,0.46596405,1.0,0.55
VAE_no_norm,EXOSC2,6.9079905,5.825718,0.8433303,0.82279456,1.0,0.65
VAE_no_norm,EXOSC3,6.6064954,5.463561,0.8269984,0.79582757,1.0,0.6
VAE_no_norm,EXOSC4,5.9816217,4.9721036,0.83123004,0.8083632,1.0,0.6
VAE_no_norm,EXOSC5,5.4263563,4.5765047,0.8433845,0.7983737,1.0,0.7
VAE_no_norm,EXOSC7,5.1486316,3.9673254,0.7705592,0.6959803,1.0,0.65
VAE_no_norm,EXOSC8,6.4859405,5.3710766,0.8281107,0.7961083,1.0,0.55
VAE_no_norm,EXOSC9,6.8737555,5.6261716,0.8185004,0.7891809,1.0,0.65
VAE_no_norm,F8A1,2.7412355,1.0746052,0.39201492,0.31693822,0.85,0.1
VAE_no_norm,FAM136A,2.375647,2.0240936,0.8520178,0.7885166,1.0,0.7
VAE_no_norm,FAM207A,2.0909448,1.0758913,0.5145479,0.41823477,0.9,0.35
VAE_no_norm,FAM32A,5.2166467,4.2839794,0.82121325,0.8077906,0.95,0.55
VAE_no_norm,FARSA,8.538658,7.4187236,0.8688395,0.8200061,1.0,0.6
VAE_no_norm,FASN,3.9478066,2.5134895,0.63668,0.58918715,0.95,0.25
VAE_no_norm,FASTKD5,3.1744921,1.2556723,0.3955506,0.4118455,0.75,0.35
VAE_no_norm,FAU,7.7815843,6.816549,0.8759847,0.8562108,1.0,0.8
VAE_no_norm,FBLIM1,1.9699409,0.79856104,0.4053731,0.33013716,0.95,0.15
VAE_no_norm,FBXO42,1.1680579,0.5806819,0.49713454,0.41766974,0.95,0.4
VAE_no_norm,FCF1,4.8941092,4.256878,0.8697963,0.79370266,1.0,0.75
VAE_no_norm,FDPS,3.7725618,2.2362573,0.5927689,0.5002043,1.0,0.25
VAE_no_norm,FDXR,2.739523,1.1545203,0.42143115,0.35792503,1.0,0.2
VAE_no_norm,FGFR1OP,3.168161,1.6573454,0.5231254,0.43916753,0.95,0.1
VAE_no_norm,FKBP9,2.7177906,1.8274971,0.67242014,0.61210424,1.0,0.6
VAE_no_norm,FNBP4,2.0572915,1.1075208,0.53833926,0.4712324,1.0,0.5
VAE_no_norm,FNTA,3.4954355,2.7684133,0.7920081,0.7401518,0.95,0.6
VAE_no_norm,FOXO1,2.6301427,1.2403289,0.47158235,0.42517117,0.9,0.25
VAE_no_norm,FXN,3.3234987,2.0244708,0.6091384,0.58739895,1.0,0.4
VAE_no_norm,GABPA,2.6278942,1.4794319,0.56297237,0.47363627,1.0,0.65
VAE_no_norm,GABPB1,5.4189506,3.9659312,0.7318633,0.6456878,0.9,0.6
VAE_no_norm,GAR1,3.8595247,3.0905871,0.80076885,0.6921671,1.0,0.7
VAE_no_norm,GART,2.53936,1.4546101,0.5728255,0.4788408,1.0,0.25
VAE_no_norm,GCLC,2.1595564,1.0479003,0.4852387,0.42261216,0.8,0.25
VAE_no_norm,GEMIN4,3.8883557,2.473728,0.6361887,0.574532,1.0,0.2
VAE_no_norm,GEMIN5,6.0335474,4.889956,0.81046116,0.79595447,1.0,0.35
VAE_no_norm,GFER,3.3071334,2.411669,0.72923243,0.6257441,1.0,0.7
VAE_no_norm,GFM1,2.5765593,2.2584622,0.8765419,0.83618295,1.0,0.65
VAE_no_norm,GFOD2,1.7041416,1.0125377,0.5941629,0.48761383,0.95,0.45
VAE_no_norm,GINS1,4.485465,3.806625,0.8486578,0.7906181,1.0,0.7
VAE_no_norm,GINS2,3.319973,2.3724115,0.71458757,0.6153606,1.0,0.7
VAE_no_norm,GINS4,2.976636,2.3186517,0.7789504,0.72127503,1.0,0.55
VAE_no_norm,GLB1,5.771977,4.9966435,0.8656728,0.81148505,1.0,0.8
VAE_no_norm,GLE1,4.6694922,3.626946,0.7767324,0.709443,1.0,0.5
VAE_no_norm,GLRX3,2.8716922,1.3884796,0.48350573,0.3853799,0.95,0.45
VAE_no_norm,GLRX5,1.7330208,0.8455457,0.48790282,0.40024444,0.95,0.35
VAE_no_norm,GMPPB,3.4703076,2.4227507,0.69813716,0.5515968,1.0,0.65
VAE_no_norm,GNB1L,2.2983449,1.2347344,0.53722763,0.44805965,1.0,0.55
VAE_no_norm,GNL2,8.749113,7.8121147,0.8929036,0.8638856,1.0,0.75
VAE_no_norm,GNL3,6.8200026,6.166371,0.9041596,0.85801214,1.0,0.75
VAE_no_norm,GNL3L,5.388773,4.6402483,0.86109555,0.7982995,1.0,0.75
VAE_no_norm,GNPAT,4.8720703,3.7606814,0.7718857,0.6505944,1.0,0.8
VAE_no_norm,GNPNAT1,2.3276885,1.1981308,0.5147299,0.5180783,0.9,0.25
VAE_no_norm,GOLT1B,1.9700527,1.0493369,0.5326441,0.44011274,0.95,0.25
VAE_no_norm,GPKOW,4.8463516,3.7792041,0.77980393,0.7549572,1.0,0.4
VAE_no_norm,GPN1,5.456439,4.395054,0.80548024,0.754823,1.0,0.55
VAE_no_norm,GPN3,7.7960305,6.8169084,0.8744076,0.83990747,0.95,0.75
VAE_no_norm,GPS1,4.2631063,3.511422,0.8236768,0.8097802,0.95,0.75
VAE_no_norm,GPS2,2.7780879,1.6345286,0.58836466,0.5064972,1.0,0.35
VAE_no_norm,GRPEL1,6.1698008,5.3996644,0.8751765,0.8196113,1.0,0.8
VAE_no_norm,GRSF1,2.801788,1.9488198,0.69556284,0.5509199,1.0,0.65
VAE_no_norm,GRWD1,2.1769154,0.90445006,0.41547322,0.34574527,0.8,0.2
VAE_no_norm,GSK3B,2.537263,1.2588372,0.49613985,0.42664722,0.85,0.3
VAE_no_norm,GSPT1,7.785261,6.9742436,0.8958266,0.84459025,1.0,0.75
VAE_no_norm,GTF2A1,8.449998,7.017005,0.830415,0.82842374,1.0,0.65
VAE_no_norm,GTF2A2,3.7662973,2.0713685,0.54997474,0.49791172,1.0,0.3
VAE_no_norm,GTF2E1,2.7771094,1.5961177,0.5747407,0.48107702,0.9,0.4
VAE_no_norm,GTF2E2,4.063715,3.3514745,0.8247317,0.82139945,0.95,0.55
VAE_no_norm,GTF2F2,4.625296,3.6554317,0.790313,0.75743127,1.0,0.65
VAE_no_norm,GTF2H1,5.3733068,4.0539417,0.7544594,0.70858777,1.0,0.5
VAE_no_norm,GTF2H3,3.0379379,1.6284999,0.5360544,0.42592174,1.0,0.45
VAE_no_norm,GTF2H4,2.8616805,1.5590017,0.5447854,0.4629126,0.85,0.2
VAE_no_norm,GTF3A,3.847787,2.7521415,0.7152531,0.6005214,1.0,0.55
VAE_no_norm,GTF3C1,2.1843448,1.1697519,0.53551614,0.488959,0.9,0.25
VAE_no_norm,GTF3C2,2.7012036,1.6728473,0.619297,0.5715942,1.0,0.4
VAE_no_norm,GTF3C6,2.353063,1.2309535,0.5231281,0.41818208,1.0,0.25
VAE_no_norm,GTPBP4,4.3517094,3.8282566,0.8797133,0.80938107,1.0,0.85
VAE_no_norm,GUK1,2.8037338,1.2962549,0.46233165,0.4132319,0.85,0.35
VAE_no_norm,GYG1,2.5249965,1.4911683,0.5905625,0.50001764,1.0,0.25
VAE_no_norm,H2AFX,2.744729,1.5788952,0.5752463,0.5214632,0.95,0.25
VAE_no_norm,H2AFZ,3.1320133,1.5226219,0.48614794,0.5194744,0.9,0.45
VAE_no_norm,H3F3A,3.3310173,1.5403916,0.4624388,0.4709784,0.95,0.3
VAE_no_norm,HAMP,3.016944,1.6089352,0.5332997,0.44164875,0.95,0.3
VAE_no_norm,HARS,8.712028,7.6689587,0.88027257,0.82047635,1.0,0.65
VAE_no_norm,HAUS8,2.4515877,1.4415143,0.58799213,0.46828282,1.0,0.6
VAE_no_norm,HDAC3,3.400788,1.976828,0.58128524,0.54736423,1.0,0.45
VAE_no_norm,HDAC7,3.981686,2.9162984,0.732428,0.6762554,1.0,0.45
VAE_no_norm,HECTD1,2.7534902,1.4479108,0.52584565,0.4407774,0.9,0.35
VAE_no_norm,HERC1,1.9103185,1.1691885,0.6120385,0.5051038,1.0,0.55
VAE_no_norm,HGS,7.2222333,6.423417,0.8893948,0.8121614,1.0,0.75
VAE_no_norm,HHEX,2.5375855,1.1270207,0.44413114,0.37322506,0.9,0.1
VAE_no_norm,HIPK1,3.5062423,2.0958948,0.597761,0.5751845,1.0,0.3
VAE_no_norm,HIST1H2BN,3.1941757,1.9121373,0.59863245,0.44261026,0.95,0.65
VAE_no_norm,HJURP,2.4187164,1.4483937,0.5988274,0.5004872,1.0,0.35
VAE_no_norm,HMBOX1,2.0943854,0.9582501,0.45753285,0.3760868,0.9,0.1
VAE_no_norm,HMGA1,2.5031722,1.2555168,0.5015703,0.42823634,0.95,0.3
VAE_no_norm,HMGB3,4.2234826,3.23708,0.7664481,0.6380891,1.0,0.75
VAE_no_norm,HMGCS1,5.6195426,4.6355886,0.824905,0.7973278,0.95,0.55
VAE_no_norm,HNRNPA1,2.8290615,1.6638322,0.5881216,0.4851472,0.95,0.35
VAE_no_norm,HNRNPDL,3.3933465,2.0881295,0.61535996,0.54125845,0.95,0.6
VAE_no_norm,HNRNPH1,2.9913836,1.4931098,0.49913687,0.43091363,0.85,0.2
VAE_no_norm,HNRNPK,6.887448,5.683909,0.82525617,0.75622404,1.0,0.7
VAE_no_norm,HNRNPL,2.912929,2.0295048,0.69672304,0.5988379,1.0,0.55
VAE_no_norm,HPS5,3.7727199,2.3311405,0.6178939,0.53967273,0.9,0.4
VAE_no_norm,HS6ST1,2.1231716,0.9729218,0.45823982,0.3716951,0.95,0.3
VAE_no_norm,HSCB,1.1860508,0.4944003,0.4168458,0.3375642,0.9,0.3
VAE_no_norm,HSD17B10,2.6664596,2.2123575,0.8296985,0.74662334,0.95,0.7
VAE_no_norm,HSD17B12,1.48108,0.8692269,0.5868872,0.46729594,1.0,0.5
VAE_no_norm,HSP90B1,3.4773586,1.6387094,0.47125122,0.49191308,0.8,0.3
VAE_no_norm,HSPA14,2.6715024,1.5233142,0.57020885,0.45984617,0.95,0.4
VAE_no_norm,HSPA8,3.6600842,2.5353632,0.6927062,0.6449862,1.0,0.65
VAE_no_norm,HSPA9,12.051329,10.847195,0.9000829,0.8886903,1.0,0.55
VAE_no_norm,HSPE1,5.9134407,5.099169,0.86230147,0.83074254,1.0,0.65
VAE_no_norm,HUS1,2.0296252,0.8430056,0.41535038,0.33357796,0.95,0.35
VAE_no_norm,HUWE1,3.2699564,2.1577961,0.6598853,0.5634826,0.95,0.3
VAE_no_norm,IARS,4.9768877,3.7876313,0.76104414,0.68304336,1.0,0.55
VAE_no_norm,IARS2,6.7172365,5.7617216,0.8577518,0.8094774,1.0,0.65
VAE_no_norm,ICE1,7.245336,6.3132186,0.87134933,0.8346032,1.0,0.6
VAE_no_norm,ILF2,4.209822,3.209306,0.7623377,0.64486206,1.0,0.75
VAE_no_norm,ILF3,3.632987,2.2995636,0.63296777,0.54370135,0.95,0.45
VAE_no_norm,IMP4,7.0153227,6.2601833,0.8923586,0.8438999,1.0,0.75
VAE_no_norm,IMPA2,4.16291,3.4176939,0.82098675,0.7226857,1.0,0.65
VAE_no_norm,IMPDH2,2.6355636,1.8538636,0.7034031,0.6068811,1.0,0.65
VAE_no_norm,INF2,2.5986054,1.2820001,0.49334157,0.36729223,0.9,0.4
VAE_no_norm,INO80,3.6904202,2.1058886,0.5706366,0.49916673,1.0,0.3
VAE_no_norm,INO80B,2.8891265,1.5867437,0.5492123,0.46906304,0.85,0.45
VAE_no_norm,INPPL1,3.5098233,2.279316,0.6494104,0.5401044,0.95,0.6
VAE_no_norm,INTS1,2.316389,1.2782509,0.5518291,0.49086168,0.9,0.2
VAE_no_norm,INTS10,3.46178,2.0002646,0.5778139,0.48620594,1.0,0.4
VAE_no_norm,INTS11,4.3768563,3.7969007,0.86749494,0.77792066,1.0,0.9
VAE_no_norm,INTS12,2.0722597,1.0661802,0.5145013,0.45140758,0.95,0.4
VAE_no_norm,INTS13,2.1413453,1.2264448,0.572745,0.49704638,0.95,0.45
VAE_no_norm,INTS14,3.1023693,2.3173666,0.7469667,0.7098211,1.0,0.65
VAE_no_norm,INTS2,7.388457,6.143202,0.8314594,0.8238329,1.0,0.55
VAE_no_norm,INTS3,4.322625,3.3447094,0.77376807,0.729967,1.0,0.65
VAE_no_norm,INTS4,4.844315,3.9065645,0.8064225,0.7462783,1.0,0.65
VAE_no_norm,INTS5,7.5061703,6.1703506,0.8220371,0.80305624,1.0,0.55
VAE_no_norm,INTS6,5.516949,3.8947387,0.7059588,0.61333793,1.0,0.6
VAE_no_norm,INTS7,5.61957,4.263678,0.7587197,0.6929261,1.0,0.6
VAE_no_norm,INTS8,7.821669,6.60258,0.8441395,0.83286136,1.0,0.7
VAE_no_norm,INTS9,4.017051,3.2191997,0.8013838,0.75892836,0.95,0.55
VAE_no_norm,IPO11,2.905123,1.8166595,0.6253296,0.54148376,0.9,0.5
VAE_no_norm,IPO7,3.4282675,2.9316676,0.8551455,0.7264646,1.0,0.8
VAE_no_norm,IPO9,3.7055395,2.4828687,0.67004246,0.57867897,1.0,0.35
VAE_no_norm,ISCA2,2.8335793,1.8286464,0.6453486,0.5615475,1.0,0.5
VAE_no_norm,ISCU,1.9659,1.0783396,0.5485221,0.4721355,0.9,0.3
VAE_no_norm,ISG20L2,7.495657,6.73185,0.8981001,0.8492233,1.0,0.8
VAE_no_norm,IST1,2.778879,1.5731267,0.5661012,0.45520204,1.0,0.45
VAE_no_norm,ITGB1BP1,3.187123,1.6832132,0.52812934,0.4387801,0.9,0.3
VAE_no_norm,IWS1,3.2234616,1.86271,0.5778601,0.5315713,0.85,0.4
VAE_no_norm,JMJD6,2.1859052,0.8793151,0.40226588,0.316381,1.0,0.25
VAE_no_norm,KAT7,3.1229134,1.7769537,0.56900513,0.47438386,1.0,0.25
VAE_no_norm,KCMF1,2.847496,1.5354191,0.5392173,0.45980117,0.9,0.45
VAE_no_norm,KDM1A,3.4349482,2.0662482,0.6015369,0.53681934,0.95,0.35
VAE_no_norm,KDM6A,2.3354812,1.3199152,0.5651577,0.51604545,0.95,0.2
VAE_no_norm,KEAP1,4.264454,3.074859,0.721044,0.68678933,1.0,0.65
VAE_no_norm,KIAA0586,4.037351,3.1534932,0.7810797,0.68068624,1.0,0.7
VAE_no_norm,KIAA1143,2.252248,0.9615362,0.4269229,0.3527936,0.95,0.1
VAE_no_norm,KIF11,2.1134508,1.344034,0.6359429,0.5296641,1.0,0.55
VAE_no_norm,KIF18B,4.0873756,3.5129776,0.8594702,0.76494247,1.0,0.85
VAE_no_norm,KIN,6.620284,5.8535395,0.8841825,0.8424631,1.0,0.8
VAE_no_norm,KRI1,6.525739,5.796779,0.88829464,0.8373123,1.0,0.8
VAE_no_norm,KRR1,5.8679576,4.7950206,0.8171532,0.7051569,1.0,0.8
VAE_no_norm,KTI12,2.1902657,1.3352805,0.60964316,0.47743505,1.0,0.65
VAE_no_norm,LAMB1,4.2201705,3.1604886,0.7489007,0.66771966,1.0,0.6
VAE_no_norm,LAMTOR1,2.0237596,1.0863483,0.5367971,0.46614632,0.95,0.25
VAE_no_norm,LAMTOR4,3.1992168,1.8292626,0.5717845,0.46301904,1.0,0.6
VAE_no_norm,LARS,9.263174,8.144557,0.8792404,0.84771174,1.0,0.65
VAE_no_norm,LARS2,3.3086765,2.3237782,0.7023286,0.5829612,1.0,0.6
VAE_no_norm,LAS1L,5.111237,4.531606,0.88659674,0.82041496,1.0,0.85
VAE_no_norm,LDB1,2.530503,1.2437907,0.49151915,0.39902633,0.95,0.35
VAE_no_norm,LETM1,2.8998585,2.1907852,0.75548005,0.64160395,1.0,0.75
VAE_no_norm,LIMS1,2.535514,1.1607859,0.45781088,0.3806245,0.9,0.4
VAE_no_norm,LIN52,3.025075,1.7079461,0.5645963,0.5476184,1.0,0.35
VAE_no_norm,LONP1,4.062392,3.1727426,0.78100353,0.6841418,0.95,0.65
VAE_no_norm,LPIN1,1.7404985,0.76830405,0.4414276,0.35422292,0.9,0.2
VAE_no_norm,LRP5,2.963779,1.0922133,0.3685205,0.3731084,0.85,0.2
VAE_no_norm,LRR1,3.0338945,2.4116118,0.7948898,0.6823252,1.0,0.65
VAE_no_norm,LSG1,7.408053,6.749035,0.9110403,0.86398184,1.0,0.85
VAE_no_norm,LSM10,3.1992652,1.7079045,0.53384274,0.4891825,0.85,0.3
VAE_no_norm,LSM12,2.945759,1.9826826,0.6730634,0.667095,1.0,0.35
VAE_no_norm,LSM2,7.410954,6.0610547,0.8178508,0.783463,1.0,0.55
VAE_no_norm,LSM3,5.520939,4.10104,0.7428157,0.6837099,1.0,0.5
VAE_no_norm,LSM4,7.879846,6.6455946,0.843366,0.79727477,1.0,0.85
VAE_no_norm,LSM5,5.3877397,4.4013615,0.8169217,0.7888239,1.0,0.7
VAE_no_norm,LSM6,8.023715,6.742742,0.84035164,0.81032884,1.0,0.6
VAE_no_norm,LSM7,5.377205,4.344121,0.8078771,0.7787437,1.0,0.65
VAE_no_norm,LTBP3,1.9939762,1.0458025,0.52448094,0.44775763,0.9,0.2
VAE_no_norm,LTV1,8.420017,7.351106,0.8730512,0.8370012,1.0,0.7
VAE_no_norm,LYRM4,2.9618468,1.7649039,0.59587955,0.46372083,1.0,0.55
VAE_no_norm,MAD2L1,2.6148434,1.8639811,0.71284616,0.59411335,1.0,0.7
VAE_no_norm,MAD2L2,2.0505426,1.2300383,0.5998599,0.54683,1.0,0.4
VAE_no_norm,MAK16,8.642721,7.6121345,0.8807567,0.82032216,1.0,0.8
VAE_no_norm,MALSU1,2.948768,1.9282517,0.6539178,0.5320985,1.0,0.55
VAE_no_norm,MANF,1.9949783,0.83828735,0.42019874,0.34087142,0.9,0.45
VAE_no_norm,MAP2K7,4.1087403,3.13343,0.76262546,0.68071306,1.0,0.65
VAE_no_norm,MARS,6.442479,5.478746,0.85040957,0.7907161,1.0,0.7
VAE_no_norm,MASTL,2.1750283,0.9276383,0.4264948,0.3634113,0.95,0.4
VAE_no_norm,MAT2A,1.8053442,0.86266965,0.47784218,0.405713,0.9,0.35
VAE_no_norm,MAX,3.9113514,2.620118,0.6698753,0.5608422,1.0,0.45
VAE_no_norm,MBD3,3.7491572,2.083477,0.5557188,0.4796984,0.95,0.3
VAE_no_norm,MBIP,2.9165587,1.409432,0.48325172,0.41298175,0.95,0.2
VAE_no_norm,MBNL1,3.4669125,2.5708504,0.7415389,0.6632843,1.0,0.6
VAE_no_norm,MBTPS1,3.0585241,2.2713933,0.7426436,0.65676796,1.0,0.65
VAE_no_norm,MBTPS2,2.8758636,2.0628836,0.7173093,0.61627966,1.0,0.65
VAE_no_norm,MCL1,2.1409853,1.1432494,0.5339829,0.45211744,0.95,0.35
VAE_no_norm,MCM2,5.3536215,4.5377536,0.8476045,0.76553386,1.0,0.8
VAE_no_norm,MCM3,3.4456925,2.9214885,0.84786683,0.79279745,1.0,0.65
VAE_no_norm,MCM3AP,2.8702023,1.5812999,0.55093676,0.4449564,1.0,0.5
VAE_no_norm,MCM5,3.4988186,2.3838158,0.6813202,0.5939807,1.0,0.45
VAE_no_norm,MCM6,5.3751173,4.802122,0.8933986,0.861357,1.0,0.8
VAE_no_norm,MCM7,2.595793,1.5495605,0.5969507,0.47605908,1.0,0.4
VAE_no_norm,MCMBP,3.4135768,2.6175165,0.7667958,0.6891485,1.0,0.65
VAE_no_norm,MDN1,7.535544,6.781066,0.8998774,0.8515783,1.0,0.8
VAE_no_norm,MED11,4.8092294,4.139113,0.8606603,0.8186236,1.0,0.8
VAE_no_norm,MED14,3.5237565,2.9976037,0.8506841,0.8294425,1.0,0.6
VAE_no_norm,MED16,2.5599403,1.3278688,0.51871085,0.43660834,1.0,0.45
VAE_no_norm,MED17,7.3975577,6.2870564,0.8498827,0.7861529,1.0,0.7
VAE_no_norm,MED19,4.42775,3.6506386,0.82449067,0.78764915,0.95,0.6
VAE_no_norm,MED20,4.384005,3.584109,0.8175422,0.76593053,1.0,0.7
VAE_no_norm,MED21,5.57819,4.7896256,0.8586344,0.81465995,1.0,0.7
VAE_no_norm,MED26,4.279607,2.964752,0.6927627,0.6239995,0.95,0.5
VAE_no_norm,MED29,6.0433197,4.937972,0.81709594,0.7483492,1.0,0.7
VAE_no_norm,MED30,9.014765,7.8979974,0.87611794,0.8448165,1.0,0.75
VAE_no_norm,MED4,8.257049,7.550046,0.91437584,0.89192015,1.0,0.8
VAE_no_norm,MED6,5.6372056,4.4426746,0.78809875,0.7142422,1.0,0.65
VAE_no_norm,MED7,7.7300544,6.893065,0.8917227,0.8613749,1.0,0.65
VAE_no_norm,MED8,5.232717,4.386127,0.83821213,0.79286355,1.0,0.7
VAE_no_norm,MED9,9.540071,8.244241,0.8641698,0.82498574,1.0,0.95
VAE_no_norm,MEN1,2.3912964,1.3003137,0.54376936,0.45315042,1.0,0.3
VAE_no_norm,METAP1,3.3737445,2.0861714,0.61835486,0.52349323,1.0,0.45
VAE_no_norm,METAP2,3.2931585,1.8283143,0.5551856,0.4823447,0.95,0.2
VAE_no_norm,METTL1,2.8614938,1.404046,0.49066892,0.4171739,1.0,0.4
VAE_no_norm,METTL14,3.349722,1.9711689,0.58845747,0.49338266,0.95,0.5
VAE_no_norm,METTL17,3.2699554,1.8334641,0.56070006,0.47318307,1.0,0.35
VAE_no_norm,METTL3,2.787392,1.8476807,0.6628708,0.5687059,1.0,0.55
VAE_no_norm,MEX3A,5.3476415,4.1452603,0.77515674,0.69416666,1.0,0.75
VAE_no_norm,MICOS10,2.6269922,1.6326811,0.6215021,0.5384264,1.0,0.5
VAE_no_norm,MIOS,2.38968,1.3021425,0.5449025,0.45649785,0.95,0.3
VAE_no_norm,MIPEP,2.684386,1.4192424,0.5287028,0.44612843,0.95,0.35
VAE_no_norm,MIS18BP1,3.180644,2.6032414,0.8184636,0.684171,1.0,0.8
VAE_no_norm,MLLT6,2.8518307,2.1619282,0.75808436,0.6823923,0.95,0.45
VAE_no_norm,MMS19,2.7236493,1.7728735,0.6509184,0.5530551,1.0,0.55
VAE_no_norm,MMS22L,3.6229277,2.6576293,0.7335585,0.6219712,1.0,0.6
VAE_no_norm,MNAT1,2.8067875,1.742652,0.6208707,0.55220073,0.95,0.4
VAE_no_norm,MOB4,2.616026,1.9020705,0.727084,0.59947675,1.0,0.65
VAE_no_norm,MON1A,2.158599,1.415902,0.65593565,0.52888507,0.95,0.6
VAE_no_norm,MPG,3.6129968,2.1811116,0.6036849,0.48505783,0.95,0.4
VAE_no_norm,MPHOSPH10,6.449708,5.714444,0.88600045,0.8478975,1.0,0.7
VAE_no_norm,MPHOSPH6,3.3717346,2.7032616,0.8017421,0.6833115,1.0,0.75
VAE_no_norm,MRGBP,4.1260953,2.7825859,0.6743872,0.67287755,0.95,0.55
VAE_no_norm,MRM1,4.801457,3.8640835,0.80477315,0.75241345,1.0,0.7
VAE_no_norm,MRPL1,3.0807881,1.8696342,0.6068688,0.49655753,1.0,0.4
VAE_no_norm,MRPL10,4.4791646,3.6570761,0.8164639,0.7113255,1.0,0.55
VAE_no_norm,MRPL14,2.5003812,1.3763084,0.5504394,0.43159997,0.95,0.45
VAE_no_norm,MRPL16,3.6261024,2.9031825,0.80063444,0.74101406,1.0,0.6
VAE_no_norm,MRPL18,4.4774394,3.5251942,0.7873237,0.6869827,1.0,0.7
VAE_no_norm,MRPL20,3.4733713,2.2150257,0.63771635,0.51234686,1.0,0.6
VAE_no_norm,MRPL24,3.9838293,3.3220186,0.8338758,0.72825897,1.0,0.6
VAE_no_norm,MRPL27,4.2479496,3.5263548,0.83013105,0.7540625,1.0,0.65
VAE_no_norm,MRPL3,3.055053,2.3845751,0.7805348,0.62088776,1.0,0.6
